ID,完成アイテム名,作成方法,完成数,材料ID,材料アイテム名,必要数,触媒ID,触媒,スキル名,失敗,作成開始アイテムID,職制限,備考
12422,HP増加ポーション(小),0,6～12,509,白ハーブ,10,11023,スタミナ増進研究書,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12423,HP増加ポーション(中),0,6～12,509,白ハーブ,10,11023,スタミナ増進研究書,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12424,HP増加ポーション(大),0,6～12,509,白ハーブ,15,11023,スタミナ増進研究書,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12422,HP増加ポーション(小),0,6～12,528,化け物のエサ,5,11023,スタミナ増進研究書,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12423,HP増加ポーション(中),0,6～12,508,黄ハーブ,10,11023,スタミナ増進研究書,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12424,HP増加ポーション(大),0,6～12,522,マステラの実,3,11023,スタミナ増進研究書,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12424,HP増加ポーション(大),0,6～12,523,聖水,1,11023,スタミナ増進研究書,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12425,SP増加ポーション(小),0,6～12,713,空きビン,10,11024,活力ドリンク製造法,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12426,SP増加ポーション(中),0,6～12,713,空きビン,10,11024,活力ドリンク製造法,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12427,SP増加ポーション(大),0,6～12,713,空きビン,10,11024,活力ドリンク製造法,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12425,SP増加ポーション(小),0,6～12,7453,甘口ソース,1,11024,活力ドリンク製造法,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12426,SP増加ポーション(中),0,6～12,7453,甘口ソース,1,11024,活力ドリンク製造法,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12427,SP増加ポーション(大),0,6～12,7453,甘口ソース,1,11024,活力ドリンク製造法,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12425,SP増加ポーション(小),0,6～12,568,レモン,10,11024,活力ドリンク製造法,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12426,SP増加ポーション(中),0,6～12,510,青ハーブ,10,11024,活力ドリンク製造法,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12427,SP増加ポーション(大),0,6～12,510,青ハーブ,15,11024,活力ドリンク製造法,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12425,SP増加ポーション(小),0,6～12,514,ブドウ,10,11024,活力ドリンク製造法,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12426,SP増加ポーション(中),0,6～12,518,ハチ蜜,10,11024,活力ドリンク製造法,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12427,SP増加ポーション(大),0,6～12,526,ローヤルゼリー,10,11024,活力ドリンク製造法,gn_s_pharmacy,0,,ジェネティック,ステやスキルレベルに応じて完成数に幅
534,ニンジンジュース,0,5,512,リンゴ,5,,,gn_changematerial,1,,ジェネティック,
534,ニンジンジュース,0,5,513,バナナ,5,,,gn_changematerial,1,,ジェネティック,
534,ニンジンジュース,0,5,514,ブドウ,5,,,gn_changematerial,1,,ジェネティック,
532,バナナジュース,0,5,515,ニンジン,5,,,gn_changematerial,1,,ジェネティック,
532,バナナジュース,0,5,1093,空のポーション瓶,5,,,gn_changematerial,1,,ジェネティック,
532,バナナジュース,0,5,1093,空のポーション瓶,5,,,gn_changematerial,1,,ジェネティック,
533,ブドウジュース,0,5,1093,空のポーション瓶,5,,,gn_changematerial,1,,ジェネティック,
533,ブドウジュース,0,5,1093,空のポーション瓶,5,,,gn_changematerial,1,,ジェネティック,
533,ブドウジュース,0,5,737,黒い杓子,1,,,gn_changematerial,1,,ジェネティック,
531,リンゴジュース,0,5,737,黒い杓子,1,,,gn_changematerial,1,,ジェネティック,
531,リンゴジュース,0,5,737,黒い杓子,1,,,gn_changematerial,1,,ジェネティック,
531,リンゴジュース,0,5,737,黒い杓子,1,,,gn_changematerial,1,,ジェネティック,
13272,投擲用キュアーフリー,0,10,1093,空のポーション瓶,10,,,gn_changematerial,1,,ジェネティック,
13272,投擲用キュアーフリー,0,10,7200,弾力がある縄,10,,,gn_changematerial,1,,ジェネティック,
13272,投擲用キュアーフリー,0,10,12475,キュアーフリー,10,,,gn_changematerial,1,,ジェネティック,
13275,投擲用HP増加ポーション(小),0,10,6297,投擲用ビン,10,,,gn_changematerial,1,,ジェネティック,
13275,投擲用HP増加ポーション(小),0,10,12422,HP増加ポーション(小),10,,,gn_changematerial,1,,ジェネティック,
13276,投擲用HP増加ポーション(中),0,10,6297,投擲用ビン,10,,,gn_changematerial,1,,ジェネティック,
13276,投擲用HP増加ポーション(中),0,10,12423,HP増加ポーション(中),10,,,gn_changematerial,1,,ジェネティック,
13277,投擲用HP増加ポーション(大),0,10,6297,投擲用ビン,10,,,gn_changematerial,1,,ジェネティック,
13277,投擲用HP増加ポーション(大),0,10,12424,HP増加ポーション(大),10,,,gn_changematerial,1,,ジェネティック,
13278,投擲用SP増加ポーション(小),0,10,6297,投擲用ビン,10,,,gn_changematerial,1,,ジェネティック,
13278,投擲用SP増加ポーション(小),0,10,12425,SP増加ポーション(小),10,,,gn_changematerial,1,,ジェネティック,
13279,投擲用SP増加ポーション(中),0,10,6297,投擲用ビン,10,,,gn_changematerial,1,,ジェネティック,
13279,投擲用SP増加ポーション(中),0,10,12426,SP増加ポーション(中),10,,,gn_changematerial,1,,ジェネティック,
13280,投擲用SP増加ポーション(大),0,10,6297,投擲用ビン,10,,,gn_changematerial,1,,ジェネティック,
13280,投擲用SP増加ポーション(大),0,10,12427,SP増加ポーション(大),10,,,gn_changematerial,1,,ジェネティック,
13281,投擲用濃縮ホワイトポーションZ,0,10,6297,投擲用ビン,10,,,gn_changematerial,1,,ジェネティック,
13281,投擲用濃縮ホワイトポーションZ,0,10,12428,濃縮ホワイトポーションZ,10,,,gn_changematerial,1,,ジェネティック,
13282,投擲用ビタタ500,0,10,6297,投擲用ビン,10,,,gn_changematerial,1,,ジェネティック,
13282,投擲用ビタタ500,0,10,12436,ビタタ500,10,,,gn_changematerial,1,,ジェネティック,
13283,投擲用濃縮サラマインジュース,0,10,6297,投擲用ビン,10,,,gn_changematerial,1,,ジェネティック,
13283,投擲用濃縮サラマインジュース,0,10,12437,濃縮サラマインジュース,10,,,gn_changematerial,1,,ジェネティック,
998,鉄,1,1,612,携帯用溶鉱炉,1,612,携帯用溶鉱炉,bs_iron,1,612,ブラックスミス系列,
999,鋼鉄,1,1,612,携帯用溶鉱炉,1,612,携帯用溶鉱炉,bs_steel,1,612,ブラックスミス系列,
994,フレイムハート,1,1,612,携帯用溶鉱炉,1,612,携帯用溶鉱炉,bs_enchantedstone,1,612,ブラックスミス系列,
995,ミスティックフローズン,1,1,612,携帯用溶鉱炉,1,612,携帯用溶鉱炉,bs_enchantedstone,1,612,ブラックスミス系列,
996,ラフウィンド,1,1,612,携帯用溶鉱炉,1,612,携帯用溶鉱炉,bs_enchantedstone,1,612,ブラックスミス系列,
997,グレイトネイチャ,1,1,612,携帯用溶鉱炉,1,612,携帯用溶鉱炉,bs_enchantedstone,1,612,ブラックスミス系列,
1000,星のかけら,1,1,612,携帯用溶鉱炉,1,612,携帯用溶鉱炉,,1,612,ブラックスミス系列,
998,鉄,1,1,1002,鉄鉱石,1,612,携帯用溶鉱炉,bs_iron,1,612,ブラックスミス系列,
999,鋼鉄,1,1,998,鉄,5,612,携帯用溶鉱炉,bs_steel,1,612,ブラックスミス系列,
999,鋼鉄,1,1,1003,石炭,1,612,携帯用溶鉱炉,bs_steel,1,612,ブラックスミス系列,
994,フレイムハート,1,1,990,レッドブラッド,10,612,携帯用溶鉱炉,bs_enchantedstone,1,612,ブラックスミス系列,
995,ミスティックフローズン,1,1,991,クリスタルブルー,10,612,携帯用溶鉱炉,bs_enchantedstone,1,612,ブラックスミス系列,
996,ラフウィンド,1,1,992,ウィンドオブヴェルデュール,10,612,携帯用溶鉱炉,bs_enchantedstone,1,612,ブラックスミス系列,
997,グレイトネイチャ,1,1,993,イエローライブ,10,612,携帯用溶鉱炉,bs_enchantedstone,1,612,ブラックスミス系列,
1000,星のかけら,1,1,1001,星の粉,10,612,携帯用溶鉱炉,,1,612,ブラックスミス系列,
1022,狐の尻尾,0,2～3,919,獣の皮,10,,,gn_changematerial,1,,ジェネティック,
1022,狐の尻尾,0,2～3,739,化粧品,15,,,gn_changematerial,1,,ジェネティック,
1034,コボルドの毛,0,15,909,ゼロピー,45,,,gn_changematerial,1,,ジェネティック,
1034,コボルドの毛,0,15,745,ブーケ,20,,,gn_changematerial,1,,ジェネティック,
1014,蟻の顎,0,4～6,743,スポア人形,20,,,gn_changematerial,1,,ジェネティック,
1014,蟻の顎,0,4～6,748,しおれないバラ,20,,,gn_changematerial,1,,ジェネティック,
964,かにのこうら,0,8,750,バフォメット人形,50,,,gn_changematerial,1,,ジェネティック,
964,かにのこうら,0,8,1023,魚の尻尾,30,,,gn_changematerial,1,,ジェネティック,
961,貝,0,3,956,トゲがついているエラ,5,,,gn_changematerial,1,,ジェネティック,
961,貝,0,3,929,止まらない心臓,25,,,gn_changematerial,1,,ジェネティック,
1011,エンベルタコン,0,4,950,人魚の心臓,5,,,gn_changematerial,1,,ジェネティック,
1011,エンベルタコン,0,4,752,バッタ人形,40,,,gn_changematerial,1,,ジェネティック,
959,くさった鱗,0,7,935,かたい皮,20,,,gn_changematerial,1,,ジェネティック,
959,くさった鱗,0,7,1015,長く細い舌,50,,,gn_changematerial,1,,ジェネティック,
963,鋭い鱗,0,3,944,馬のひづめ,10,,,gn_changematerial,1,,ジェネティック,
963,鋭い鱗,0,3,965,貝殻,20,,,gn_changematerial,1,,ジェネティック,
1010,プラコン,0,8,908,かえるの卵,40,,,gn_changematerial,1,,ジェネティック,
1010,プラコン,0,8,746,ガラス玉,40,,,gn_changematerial,1,,ジェネティック,
971,ディトリミン,0,5,915,さなぎの皮,40,,,gn_changematerial,1,,ジェネティック,
971,ディトリミン,0,5,966,貝のむきみ,10,,,gn_changematerial,1,,ジェネティック,
968,オーク勇者の証,0,5,902,木の根,5,,,gn_changematerial,1,,ジェネティック,
968,オーク勇者の証,0,5,1018,土竜の爪,45,,,gn_changematerial,1,,ジェネティック,
1030,虎の足裏,0,2,906,鱗の茎,5,,,gn_changematerial,1,,ジェネティック,
1030,虎の足裏,0,2,736,白い皿,20,,,gn_changematerial,1,,ジェネティック,
1008,非情な心,0,6,754,タヌキ人形,25,,,gn_changematerial,1,,ジェネティック,
1008,非情な心,0,6,1057,蛾の羽粉,35,,,gn_changematerial,1,,ジェネティック,
1045,神官の仮面,0,8,940,バッタの足,45,,,gn_changematerial,1,,ジェネティック,
1045,神官の仮面,0,8,942,サルのしっぽ,35,,,gn_changematerial,1,,ジェネティック,
1020,長い髪,0,4～6,738,鉛筆立て,40,,,gn_changematerial,1,,ジェネティック,
1020,長い髪,0,4～6,1029,虎の革,5,,,gn_changematerial,1,,ジェネティック,
1041,ランタン,0,3,943,けっこうかたい皮,10,,,gn_changematerial,1,,ジェネティック,
1041,ランタン,0,3,1032,食人植物の花,30,,,gn_changematerial,1,,ジェネティック,
1026,どんぐり,0,4,952,サボテンの針,30,,,gn_changematerial,1,,ジェネティック,
1026,どんぐり,0,4,946,カタシムリの皮,10,,,gn_changematerial,1,,ジェネティック,
1040,年寄り妖精のひげ,0,8～12,939,ハチの針,34,,,gn_changematerial,1,,ジェネティック,
1040,年寄り妖精のひげ,0,8～12,1039,子悪魔の翼,45,,,gn_changematerial,1,,ジェネティック,
1012,トカゲの襟巻,0,3,926,蛇の鱗,20,,,gn_changematerial,1,,ジェネティック,
1012,トカゲの襟巻,0,3,972,カルボーディル,15,,,gn_changematerial,1,,ジェネティック,
1024,墨汁,0,4,948,くまの足の裏,20,,,gn_changematerial,1,,ジェネティック,
1024,墨汁,0,4,737,黒い杓子,25,,,gn_changematerial,1,,ジェネティック,
973,中和剤,0,4,923,悪魔の角,15,,,gn_changematerial,1,,ジェネティック,
973,中和剤,0,4,934,死者の遺品,30,,,gn_changematerial,1,,ジェネティック,
1038,子悪魔の角,0,1,953,岩の心臓,5,,,gn_changematerial,1,,ジェネティック,
1038,子悪魔の角,0,1,907,古木の露,10,,,gn_changematerial,1,,ジェネティック,
1046,サソリのはさみ,0,5,955,蟲の皮,40,,,gn_changematerial,1,,ジェネティック,
1046,サソリのはさみ,0,5,753,サル人形,5,,,gn_changematerial,1,,ジェネティック,
703,ヒナレ,0,2～4,744,花たば,45,,,gn_changematerial,1,,ジェネティック,
703,ヒナレ,0,2～4,1061,土竜のひげ,40,,,gn_changematerial,1,,ジェネティック,
1003,石炭,0,1,2101,ガード,1,,,gn_changematerial,1,,ジェネティック,
999,鋼鉄,0,10,1119,ツルギ [1],1,,,gn_changematerial,1,,ジェネティック,
1021,ドケビの角,0,4,954,輝く鱗,15,,,gn_changematerial,1,,ジェネティック,
1021,ドケビの角,0,4,1053,古代魚の歯,25,,,gn_changematerial,1,,ジェネティック,
1042,短い足,0,6,920,狼の爪,20,,,gn_changematerial,1,,ジェネティック,
1042,短い足,0,6,911,セルー,45,,,gn_changematerial,1,,ジェネティック,
1050,血管,0,3,922,オークの牙,25,,,gn_changematerial,1,,ジェネティック,
1050,血管,0,3,949,やわらかな毛,5,,,gn_changematerial,1,,ジェネティック,
1053,古代魚の歯,0,6～9,925,鳥のくちばし,35,,,gn_changematerial,1,,ジェネティック,
1053,古代魚の歯,0,6～9,1059,透明な布,30,,,gn_changematerial,1,,ジェネティック,
1033,食人植物の根,0,4～6,917,鳥のつめ,25,,,gn_changematerial,1,,ジェネティック,
1033,食人植物の根,0,4～6,1044,ゼノークの歯,20,,,gn_changematerial,1,,ジェネティック,
974,混合剤,0,4～10,937,毒の牙,15,,,gn_changematerial,1,,ジェネティック,
974,混合剤,0,4～10,924,蝶の鱗粉,30,,,gn_changematerial,1,,ジェネティック,
1056,砂のかけら,0,8,747,水晶鏡,35,,,gn_changematerial,1,,ジェネティック,
1056,砂のかけら,0,8,1031,かまきりの手,50,,,gn_changematerial,1,,ジェネティック,
1013,華麗な蟲の皮,0,9～13,947,硬い角,50,,,gn_changematerial,1,,ジェネティック,
1013,華麗な蟲の皮,0,9～13,912,ジャルゴン,45,,,gn_changematerial,1,,ジェネティック,
1058,蛾の羽,0,5,749,氷バラ,20,,,gn_changematerial,1,,ジェネティック,
1058,蛾の羽,0,5,903,爬虫類の舌,30,,,gn_changematerial,1,,ジェネティック,
960,かにニッパ,0,6～9,938,べとべとする液体,25,,,gn_changematerial,1,,ジェネティック,
960,かにニッパ,0,6～9,1055,ミミズの皮,45,,,gn_changematerial,1,,ジェネティック,
967,亀のこうら,0,4,914,綿毛,5,,,gn_changematerial,1,,ジェネティック,
967,亀のこうら,0,4,741,ポリン人形,40,,,gn_changematerial,1,,ジェネティック,
1064,馬の手綱,0,8,742,チョンチョン人形,30,,,gn_changematerial,1,,ジェネティック,
1064,馬の手綱,0,8,740,ぬいぐるみ,50,,,gn_changematerial,1,,ジェネティック,
1009,聖痕,0,4,904,サソリの尻尾,10,,,gn_changematerial,1,,ジェネティック,
1009,聖痕,0,4,1062,カボチャの頭,30,,,gn_changematerial,1,,ジェネティック,
970,アルコール,0,9,931,オーク戦士の証,50,,,gn_changematerial,1,,ジェネティック,
970,アルコール,0,9,932,スケルボーン,40,,,gn_changematerial,1,,ジェネティック,
6212,爆弾キノコの胞子,0,10,7033,毒キノコの胞子,3,,,gn_changematerial,1,,ジェネティック,
6212,爆弾キノコの胞子,0,10,1003,石炭,1,,,gn_changematerial,1,,ジェネティック,
6212,爆弾キノコの胞子,0,10,7137,プラントボトル,1,,,gn_changematerial,1,,ジェネティック,
6212,爆弾キノコの胞子,0,10,1093,空のポーション瓶,1,,,gn_changematerial,1,,ジェネティック,
6244,ガンパウダー,0,1,6245,黒い粉,5,,,gn_changematerial,1,,ジェネティック,
6244,ガンパウダー,0,1,6246,黄色い粉,3,,,gn_changematerial,1,,ジェネティック,
6244,ガンパウダー,0,1,6247,白い粉,2,,,gn_changematerial,1,,ジェネティック,
6244,ガンパウダー,0,1,938,べとべとする液体,1,,,gn_changematerial,1,,ジェネティック,
1037,ドラゴンの尻尾,0,6,913,こうもりの牙,25,,,gn_changematerial,1,,ジェネティック,
1037,ドラゴンの尻尾,0,6,1063,鋭い牙,35,,,gn_changematerial,1,,ジェネティック,
1016,ねずみの尻尾,0,7～10,921,きのこの胞子,35,,,gn_changematerial,1,,ジェネティック,
1016,ねずみの尻尾,0,7～10,1060,金色の髪,40,,,gn_changematerial,1,,ジェネティック,
1025,くもの糸,0,8,951,背びれ,50,,,gn_changematerial,1,,ジェネティック,
1025,くもの糸,0,8,1048,蛇模様の髪,35,,,gn_changematerial,1,,ジェネティック,
1019,木屑,0,2,930,くさった包帯,10,,,gn_changematerial,1,,ジェネティック,
1019,木屑,0,2,1052,単細胞,10,,,gn_changematerial,1,,ジェネティック,
958,亡者の牙,0,9,905,植物の茎,45,,,gn_changematerial,1,,ジェネティック,
958,亡者の牙,0,9,1036,ドラゴンの鱗,45,,,gn_changematerial,1,,ジェネティック,
962,触手,0,4～6,957,亡者の爪,40,,,gn_changematerial,1,,ジェネティック,
962,触手,0,4～6,1028,いのししのたてがみ,5,,,gn_changematerial,1,,ジェネティック,
1043,オークの爪,0,6,945,タヌキ木の葉,50,,,gn_changematerial,1,,ジェネティック,
1043,オークの爪,0,6,910,ガレット,10,,,gn_changematerial,1,,ジェネティック,
1035,ドラゴンの牙,0,8～12,751,オシリス人形,50,,,gn_changematerial,1,,ジェネティック,
1035,ドラゴンの牙,0,8～12,918,べとべと水かき,35,,,gn_changematerial,1,,ジェネティック,
1051,雷管,0,7,1098,手錠,45,,,gn_changematerial,1,,ジェネティック,
1051,雷管,0,7,916,鳥の羽毛,25,,,gn_changematerial,1,,ジェネティック,
7166,柔らかい布,0,2,1059,透明な布,10,,,gn_changematerial,1,,ジェネティック,
1059,透明な布,0,5,7166,柔らかい布,2,,,gn_changematerial,1,,ジェネティック,
2267,タバコ,0,1,1304,オーキッシュアックス,1,,,gn_changematerial,1,,ジェネティック,
992,ウィンドオブヴェルデュール,0,1,7066,氷片,100,,,gn_changematerial,1,,ジェネティック,
7063,柔らかい羽毛,0,1～3,949,やわらかな毛,30,,,gn_changematerial,1,,ジェネティック,
7063,柔らかい羽毛,0,1～3,916,鳥の羽毛,30,,,gn_changematerial,1,,ジェネティック,
1049,乙女の着物,0,6,936,鱗のかけら,30,,,gn_changematerial,1,,ジェネティック,
1049,乙女の着物,0,6,1047,メデューサの頭,35,,,gn_changematerial,1,,ジェネティック,
991,クリスタルブルー,0,1～3,920,狼の爪,100,,,gn_changematerial,1,,ジェネティック,
1615,骸骨の杖,0,1,7752,ガタガタするドクロ,100,,,gn_changematerial,1,,ジェネティック,
1615,骸骨の杖,0,1,7753,壊れた農具,100,,,gn_changematerial,1,,ジェネティック,
1017,魔女の星の砂,0,2,928,虫の觸角,10,,,gn_changematerial,1,,ジェネティック,パターンAの材料
1017,魔女の星の砂,0,2,735,青い陶磁器,15,,,gn_changematerial,1,,ジェネティック,パターンAの材料
1017,魔女の星の砂,0,1,1057,蛾の羽粉,100,,,gn_changematerial,1,,ジェネティック,パターンBの材料
1017,魔女の星の砂,0,1,911,セルー,100,,,gn_changematerial,1,,ジェネティック,パターンBの材料
13260,リンゴ爆弾,0,5～15,512,リンゴ,1,6279,リンゴ爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13261,ココナッツ爆弾,0,5～15,6263,ココナッツの実,1,6281,ココナッツ爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13262,メロン爆弾,0,5～15,6264,メロン,1,6282,メロン爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13263,パイナップル爆弾,0,5～15,6265,パイナップル,1,6280,パイナップル爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13264,バナナ爆弾,0,5～15,513,バナナ,1,6283,バナナ爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13260,リンゴ爆弾,0,5～15,1051,雷管,1,6279,リンゴ爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13261,ココナッツ爆弾,0,5～15,1051,雷管,1,6281,ココナッツ爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13262,メロン爆弾,0,5～15,1051,雷管,1,6282,メロン爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13263,パイナップル爆弾,0,5～15,1051,雷管,1,6280,パイナップル爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13264,バナナ爆弾,0,5～15,1051,雷管,1,6283,バナナ爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13260,リンゴ爆弾,0,5～15,6244,ガンパウダー,1,6279,リンゴ爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13261,ココナッツ爆弾,0,5～15,6244,ガンパウダー,2,6281,ココナッツ爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13262,メロン爆弾,0,5～15,6244,ガンパウダー,2,6282,メロン爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13263,パイナップル爆弾,0,5～15,6244,ガンパウダー,3,6280,パイナップル爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13264,バナナ爆弾,0,5～15,6244,ガンパウダー,4,6283,バナナ爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13260,リンゴ爆弾,0,5～15,911,セルー,1,6279,リンゴ爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13262,メロン爆弾,0,5～15,938,べとべとする液体,1,6282,メロン爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13263,パイナップル爆弾,0,5～15,952,サボテンの針,1,6280,パイナップル爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
13264,バナナ爆弾,0,5～15,7001,カビの粉,1,6283,バナナ爆弾製造本,gn_makebomb,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12429,サベージの丸焼き,0,5～12,6248,ごった煮の壺,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12430,カクテルウォーグブラッド,0,5～12,6248,ごった煮の壺,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12431,ミノタウロスのカルビ,0,5～12,6248,ごった煮の壺,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12432,シロマアイスティー,0,5～12,6248,ごった煮の壺,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12433,ドロセラのハーブ煮,0,5～12,6248,ごった煮の壺,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12434,プティットのしっぽ麺,0,5～12,6248,ごった煮の壺,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12435,黒い物体,0,5～12,6248,ごった煮の壺,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,失敗時の合成物
13265,黒い塊,0,5～12,6248,ごった煮の壺,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,失敗時の合成物
13266,硬くて黒い塊,0,5～12,6248,ごった煮の壺,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,失敗時の合成物
13267,とても硬い塊,0,5～12,6248,ごった煮の壺,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,失敗時の合成物
13268,不思議な粉,0,5～12,6248,ごった煮の壺,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,失敗時の合成物
12429,サベージの丸焼き,0,5～12,6249,サベージの肉,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12429,サベージの丸焼き,0,5～12,6250,料理用鉄串,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12429,サベージの丸焼き,0,5～12,6251,黒炭,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12430,カクテルウォーグブラッド,0,5～12,6252,狼の血,3,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12430,カクテルウォーグブラッド,0,5～12,6253,冷たい氷,2,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12431,ミノタウロスのカルビ,0,5～12,6254,牛カルビ,2,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12431,ミノタウロスのカルビ,0,5～12,6255,大きい鍋,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12432,シロマアイスティー,0,5～12,6256,氷の破片,3,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12432,シロマアイスティー,0,5～12,6257,氷の結晶,2,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12432,シロマアイスティー,0,5～12,6258,トロピカルフルーツ,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12433,ドロセラのハーブ煮,0,5～12,6259,ドロセラの触手,3,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12433,ドロセラのハーブ煮,0,5～12,6255,大きい鍋,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12433,ドロセラのハーブ煮,0,5～12,507,赤ハーブ,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12433,ドロセラのハーブ煮,0,5～12,509,白ハーブ,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12433,ドロセラのハーブ煮,0,5～12,510,青ハーブ,1,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
12434,プティットのしっぽ麺,0,5～12,6260,プティットの尻尾,2,11022,ミックスクッキング料理本,gn_mix_cooking,1,,ジェネティック,ステやスキルレベルに応じて完成数に幅
