ID,アイテム名,ひらがな名,買い値,重量,SE,HSE,仮:課金アイテム,仮:AS
20714,暗殺者のマフラー [1],あんさつしゃのまふらー [1],,10,0,0,0,0
12333,アンシラ,あんしら,0,1,0,0,0,0
2413,安全靴,あんぜんぐつ,34000,35,0,0,0,0
29250,安息のニーヴ(精神),あんそくのにーヴ(せいしん),,?,0,0,0,0
29251,安息のニーヴ(生命),あんそくのにーヴ(せいめい),,?,0,0,0,0
29249,安息のニーヴ(体力),あんそくのにーヴ(たいりょく),,?,0,0,0,0
29252,安息のニーヴ(知力),あんそくのにーヴ(ちりょく),,?,0,0,0,0
4243,アンソニカード,あんそにかーど,20,1,0,0,0,0
15249,アンソニの服 [1],あんそにのふく [1],400000,40,0,0,0,0
25162,アンチョビクッキー,あんちょびくっきー,315,1,0,0,0,0
605,アンティペインメント,あんてぃぺいんめんと,2000,10,0,0,0,0
15073,アンティマジックスーツ [1],あんてぃまじっくすーつ [1],,150,0,0,0,0
5011,アンテナ,あんてな,20,10,0,0,0,0
7834,アンドヴァリの指輪,あんどヴぁりのゆびわ,1,50,0,0,0,0
20770,アンドフリームニルのマント [1],あんどふりーむにるのまんと [1],,40,0,0,0,0
4043,アンドレカード,あんどれかーど,20,1,0,0,0,0
4013,アンドレの卵カード,あんどれのたまごかーど,20,1,0,0,0,0
4018,アンドレの幼虫カード,あんどれのようちゅうかーど,20,1,0,0,0,0
4032,アンバーナイトカード,あんばーないとかーど,20,1,0,0,0,0
5316,アンブレラハット,あんぶれらはっと,20,10,0,0,0,0
1263,アンホーリータッチ,あんほーりーたっち,20,125,1,0,0,0
28003,アンホーリータッチ [2],あんほーりーたっち [2],,125,0,0,0,0
4629,アークエルダーカード,あーくえるだーかーど,20,1,0,0,0,0
4241,アークエンジェリングカード,あーくえんじぇりんぐかーど,20,1,0,0,0,0
5319,アークエンジェリング帽 [1],あーくえんじぇりんぐぼう [1],20,20,0,0,0,0
4371,アークダムカード,あーくだむかーど,20,1,0,0,0,0
27059,アークビショップマーガレッタ(MVP)カード,あーくびしょっぷまーがれった(MVP)かーど,20,1,0,0,0,0
27069,アークビショップマーガレッタカード,あーくびしょっぷまーがれったかーど,20,1,0,0,0,0
1612,アークワンド,あーくわんど,45000,40,0,0,0,0
1610,アークワンド [1],あーくわんど [1],45000,40,0,0,0,0
1611,アークワンド [2],あーくわんど [2],45000,40,0,0,0,0
686,アーススパイクLv3,あーすすぱいくLv3,1000,1,0,0,0,0
687,アーススパイクLv5,あーすすぱいくLv5,2000,1,0,0,0,0
2982,アースリング [1],あーすりんぐ [1],20,50,0,0,0,0
4094,アーチャースケルトンカード,あーちゃーすけるとんかーど,20,1,0,0,0,0
11031,アーチャーの書,あーちゃーのしょ,0,0,0,0,0,0
6818,アーチャーの魂,あーちゃーのたましい,20,1,0,0,0,0
27053,アーノルディ&ビッグフットカード,あーのるでぃ&びっぐふっとかーど,20,1,0,0,0,0
4515,アーノルディカード,あーのるでぃかーど,20,1,0,0,0,0
1713,アーバレスト [1],あーばれすと [1],48000,100,1,0,0,0
1715,アーバレスト [2],あーばれすと [2],48000,100,0,1,0,0
2312,アーマー,あーまー,48000,280,0,0,0,0
2313,アーマー [1],あーまー [1],48000,280,0,0,0,0
11535,アーモンドチョコレート,あーもんどちょこれーと,190,20,0,0,0,0
1599,アーリマン,あーりまん,1,0,0,0,0,0
6082,アールブヘイムの香水,あーるぶへいむのこうすい,0,0,0,0,0,0
6079,アールブヘイムの花,あーるぶへいむのはな,0,0,0,0,0,0
6362,イエローウィッシュポイント,いえろーうぃっしゅぽいんと,100,0.5,0,0,0,0
22680,イエロークリスタルの欠片,いえろーくりすたるのかけら,0,0.1,0,0,0,0
715,イエロージェムストーン,いえろーじぇむすとーん,600,3,0,0,0,0
546,イエロースリムポーション,いえろーすりむぽーしょん,600,3,0,0,0,0
4382,イエローノーバスカード,いえろーのーばすかーど,20,1,0,0,0,0
993,イエローライブ,いえろーらいぶ,1000,5,0,0,0,0
10028,イカすバッジ,いかすばっじ,20,0,0,0,0,0
27112,怒りのアイスタイタンカード,いかりのあいすたいたんかーど,20,1,0,0,0,0
27110,怒りのゲイズティカード,いかりのげいずてぃかーど,20,1,0,0,0,0
27111,怒りのスノウアーカード,いかりのすのうあーかーど,20,1,0,0,0,0
27081,怒りの月夜花カード,いかりのつきよはなかーど,20,1,0,0,0,0
27082,怒りの九尾狐カード,いかりのつづらおきつねかーど,20,1,0,0,0,0
27104,怒りのドラキュラカード,いかりのどらきゅらかーど,20,1,0,0,0,0
2726,イカロスの羽,いかろすのはね,20,10,1,0,0,0
28347,イカロスの羽 [1],いかろすのはね [1],,10,0,0,0,0
4526,異形のシーラカンスカード,いぎょうのしーらかんすかーど,20,1,0,0,0,0
1737,イクシオンの羽 [1],いくしおんのはね [1],20,30,1,1,0,0
18129,イクシオンの羽 [3],いくしおんのはね [3],20,30,0,0,0,0
11020,育成の手引書,いくせいのてびき,,1,0,0,0,0
18906,イクトゥスのロザリオ,いくとぅすのろざりお,,30,0,0,0,0
608,イグドラシルの種,いぐどらしるのたね,5000,30,0,0,0,0
7141,イグドラシルの露,いぐどらしるのつゆ,20000,1,0,0,0,0
610,イグドラシルの葉,いぐどらしるのは,4000,10,0,0,0,0
607,イグドラシルの実,いぐどらしるのみ,5000,30,0,0,0,0
18651,イグニスキャップ [1],いぐにすきゃっぷ [1],20,80,0,0,0,0
1392,イグニスステイル [1],いぐにすすている [1],56000,190,0,1,0,0
4352,イグニゼム=セニア（MVP）カード,いぐにぜむ=せにあ（MVP）かーど,20,1,0,0,0,0
4346,イグニゼム=セニアカード,いぐにぜむ=せにあかーど,20,1,0,0,0,0
28906,生ける炎の盾 [1],いけるほのおのたて [1],20,50,0,0,0,0
18940,生ける炎のテンガロンハット [1],いけるほのおのてんがろんはっと [1],20,100,0,0,0,0
10029,異国風の石飾り,いこくふうのいしかざり,20,0,0,0,0,0
10026,異国風の飾り,いこくふうのかざり,20,0,0,0,0,0
7049,石,いし,0,3,0,0,0,0
4116,イシスカード,いしすかーど,20,1,0,0,0,0
6170,イシス交換チケット,いしすこうかんちけっと,0,0,0,0,0,0
16169,イシス交換チケットの箱,いしすこうかんちけっとのはこ,0,0,0,0,0,0
9021,イシスの卵,いしすのたまご,20,0,0,0,0,0
709,イジドル,いじどる,500,1,0,0,0,0
7082,石の根,いしのね,1,50,0,0,0,0
6078,石の破片,いしのはへん,,0,0,0,0,0
2273,医者のヘアバンド,いしゃのへあばんど,20,10,0,0,0,0
12728,イスルーンストーン,いするーんすとーん,0,10,0,0,0,0
5402,いたずらな妖精,いたずらなようせい,20,20,0,0,0,0
27277,壱,いち,,?,0,0,0,0
578,イチゴ,いちご,200,2,0,0,0,0
12098,イチゴ味のおにぎり,いちごあじのおにぎり,60000,40,0,0,0,0
19027,一零式冷たい目,いちぜろしきつめたいめ,20,20,0,0,0,0
19045,一零四式虹の羽飾り,いちぜろよんしきにじにじのはねかざり,20,20,0,0,0,0
6324,一角兜,いっかくかぶと,702,1,0,0,0,0
4172,一反木綿カード,いったんもめんかーど,20,1,0,0,0,0
12737,一般的なルーン原石,いっぱんてきなるーんげんせき,2,10,0,0,0,0
28720,一碧剣 [3],いっぺきけん [3],20,100,0,0,0,0
13139,一碧銃 [2],いっぺきじゅう [2],20,100,0,0,0,0
26104,一碧杖 [2],いっぺきつえ [2],20,100,0,0,0,0
16057,一碧鎚 [3],いっぺきつち [3],20,200,0,0,0,0
32000,一碧槍 [3],いっぺきやり [3],20,200,0,0,0,0
18144,一碧弓 [2],いっぺきゆみ [2],20,150,0,0,0,0
15100,凍てついたプレート [1],いてついたぷれーと [1],25000,150,0,0,0,0
6284,遺伝子組み換え植物栽培法,いでんしくみかえしょくぶつさいばいほう,1000,1,0,0,0,0
18722,イドゥンの羽耳,いどぅんのはねみみ,20,50,0,0,0,0
18564,愛しさの欠片,いとしさのかけら,20,20,0,0,0,0
7217,糸巻,いとまき,424,1,0,0,0,0
27374,古のSゴーレムカード,いにしえのSごーれむかーど,20,1,0,0,0,0
12189,古の赤い箱,いにしえのあかいはこ,,10,0,0,0,0
27380,古のウータンガードカード,いにしえのうーたんがーどかーど,20,1,0,0,0,0
25634,古のウータンガードの盾の欠片,いにしえのうーたんがーどのたてのかけら,1500,1,0,0,0,0
27378,古のウータンシューターカード,いにしえのうーたんしゅーたーかーど,20,1,0,0,0,0
25633,古のウータンの証,いにしえのうーたんのあかし,1100,1,0,0,0,0
27379,古のウータンファイターカード,いにしえのうーたんふぁいたーかーど,20,1,0,0,0,0
25635,古のウータンファイターの毛,いにしえのうーたんふぁいたーのけ,900,1,0,0,0,0
17213,古の黄色い箱,いにしえのきいろいはこ,,10,0,0,0,0
27373,古の三葉蟲カード,いにしえのさんようむしかーど,20,1,0,0,0,0
27376,古のタオグンカカード,いにしえのたおぐんかかーど,20,1,0,0,0,0
27377,古のフレイムシューターカード,いにしえのふれいむしゅーたーかーど,20,1,0,0,0,0
27375,古のメガリスカード,いにしえのめがりすかーど,20,1,0,0,0,0
11602,イヌハッカの実,いぬはっかのみ,15,0.1,0,0,0,0
19025,イヌ耳帽子 [1],いぬみみぼうし [1],20,20,0,0,0,0
1028,いのししのたてがみ,いのししのたてがみ,196,1,0,0,0,0
6210,茨の種,いばらのたね,600,0.1,0,0,0,0
25542,茨の種チケット,いばらのたねちけっと,,0,0,0,0,0
1636,茨の杖,いばらのつえ,20,70,1,0,0,0
1664,茨の杖 [1],いばらのつえ [1],20,70,0,1,0,0
18804,茨のヘアバンド [1],いばらのへあばんど [1],20,30,0,0,0,0
4141,イビルドルイドカード,いびるどるいどかーど,20,1,0,0,0,0
4430,イフリートカード,いふりーとかーど,20,1,0,0,0,0
5421,イフリートの耳,いふりーとのみみ,20,10,0,0,0,0
25515,イベント攻城戦褒賞チケット,いべんとおさむしろせんほうしょうちけっと,,0,0,0,0,0
25560,イベント攻城戦褒賞(小規模)チケット,いべんとこうじゅうせんほうしょう(しょうきぼ)ちけっと,,0,0,0,0,0
25562,イベント攻城戦褒賞(大規模)チケット,いべんとこうじゅうせんほうしょう(だいきぼ)ちけっと,,0,0,0,0,0
25561,イベント攻城戦褒賞(中規模)チケット,いべんとこうじゅうせんほうしょう(ちゅうきぼ)ちけっと,,0,0,0,0,0
7381,イベントチケット,いべんとちけっと,,0,0,0,0,0
17620,イベントチケットの箱,いべんとちけっとのはこ,,0,0,0,0,0
2168,イミューンシールド [1],いみゅーんしーるど [1],20,100,0,0,0,0
22019,イミューンブーツ [1],いみゅーんぶーつ [1],,50,0,0,0,0
20736,イミューンマント,いみゅーんまんと,20,50,0,0,0,0
28910,射向の大袖 [1],いむかいのおおそで [1],,80,0,0,0,0
516,いも,いも,15,2,0,0,0,0
7183,妹からの手紙,いもうとからのてがみ,0,1,0,0,0,0
2602,イヤリング,いやりんぐ,30000,10,1,0,0,0
2622,イヤリング [1],いやりんぐ [1],30000,10,0,0,0,0
2689,イヤリングR,いやりんぐR,1,0,0,0,0,0
12954,イヤリングRの箱,いやりんぐRのはこ,0,1,0,0,0,0
13665,イヤリングRの箱（24時間）,いやりんぐRのはこ（24じかん）,0,1,0,0,0,0
7417,依頼書A,いらいしょA,0,0,0,0,0,0
7418,依頼書B,いらいしょB,0,0,0,0,0,0
16065,イリュージョンアイアンドライバー [1],いりゅーじょんあいあんどらいばー [1],,200,0,0,0,0
19391,イリュージョンアイズ,いりゅーじょんあいず,,50,0,0,0,0
2039,イリュージョンウィザードスタッフ [1],いりゅーじょんうぃざーどすたっふ [1],20,240,0,0,0,0
1326,イリュージョンウォーアクス [1],いりゅーじょんうぉーあくす [1],,420,0,0,0,0
28022,イリュージョン裏切り者 [1],いりゅーじょんうらぎりもの [1],57000,150,0,0,0,0
28508,イリュージョン骸骨の指輪 [1],いりゅーじょんがいこつのゆびわ [1],10000,10,0,0,0,0
19209,イリュージョン看護帽 [1],いりゅーじょんかんごぼう [1],20,10,0,0,0,0
19223,イリュージョンキャップ [1],いりゅーじょんきゃっぷ [1],12000,40,0,0,0,0
28725,イリュージョン月光剣 [1],いりゅーじょんげっこうけん [1],,70,0,0,0,0
28259,イリュージョンゲートキーパーDD [1],いりゅーじょんげーときーぱーDD [1],20,130,0,0,0,0
20975,イリュージョンゴヴニュの肩飾り [1],いりゅーじょんごヴにゅのかたかざり [1],20,100,0,0,0,0
19470,イリュージョンゴヴニュの兜 [1],いりゅーじょんごヴにゅのかぶと [1],20,100,0,0,0,0
22232,イリュージョンゴヴニュの軍靴 [1],いりゅーじょんごヴにゅのぐんか [1],20,100,0,0,0,0
15423,イリュージョンゴヴニュの鎧 [1],いりゅーじょんごヴにゅのよろい [1],20,100,0,0,0,0
2059,イリュージョンサバイバルスタッフ [1],いりゅーじょんさばいばるすたっふ [1],20,120,0,0,0,0
20847,イリュージョンサバイバルマント [1],いりゅーじょんさばいばるまんと [1],20,55,0,0,0,0
22133,イリュージョンシューズ [1],いりゅーじょんしゅーず [1],,40,0,0,0,0
28922,イリュージョン神の使者 [1],いりゅーじょんしんのししゃ [1],,400,0,0,0,0
26109,イリュージョンスタッフオブオルド [1],いりゅーじょんすたっふおぶおるど [1],20,50,0,0,0,0
19247,イリュージョン装飾用花 [1],いりゅーじょんそうしょくようはな [1],,10,0,0,0,0
28638,イリュージョンタブレット [1],いりゅーじょんたぶれっと [1],,80,0,0,0,0
28023,イリュージョンデスナイフ [1],いりゅーじょんですないふ [1],52500,170,0,0,0,0
19461,イリュージョン熱血鉢巻き [1],いりゅーじょんねっけつはちまき [1],20,10,0,0,0,0
18149,イリュージョンバリスタ [1],いりゅーじょんばりすた [1],,350,0,0,0,0
18192,イリュージョンハンターボウ [1],いりゅーじょんはんたーぼう [1],,150,0,0,0,0
13338,イリュージョン風魔手裏剣・風鳥 [1],いりゅーじょんふうましゅりけん・ふうちょう [1],90000,150,0,0,0,0
13337,イリュージョン風魔手裏剣・乱雪 [1],いりゅーじょんふうましゅりけん・らんゆき [1],20,150,0,0,0,0
22226,イリュージョンブーツ [1],いりゅーじょんぶーつ [1],20,60,0,0,0,0
32005,イリュージョンポールアクス [1],いりゅーじょんぽーるあくす [1],,380,0,0,0,0
20838,イリュージョンマフラー [1],いりゅーじょんまふらー [1],20,40,0,0,0,0
20840,イリュージョン昔の領主のマント [1],いりゅーじょんむかしのりょうしゅのまんと [1],,60,0,0,0,0
13469,イリュージョン無形剣 [1],いりゅーじょんむけいけん [1],,90,0,0,0,0
19210,イリュージョン名射手のりんご [1],いりゅーじょんめいしゃしゅのりんご [1],20,20,0,0,0,0
28612,イリュージョン黙示録 [1],いりゅーじょんもくしろく [1],60000,80,0,0,0,0
26007,イリュージョン妖怪の槍 [1],いりゅーじょんようかいのやり [1],,200,0,0,0,0
28509,イリュージョンリング [1],いりゅーじょんりんぐ [1],30000,10,0,0,0,0
1846,イリュージョン連撃の爪 [1],いりゅーじょんれんげきのつめ [1],20,50,0,0,0,0
16063,イリュージョンロングメイス [1],いりゅーじょんろんぐめいす [1],,80,0,0,0,0
1637,イレイサー,いれいさー,20,50,0,0,0,0
4349,イレンド=エベシカード,いれんど=えべしかーど,20,1,0,0,0,0
953,岩の心臓,いわのしんぞう,184,1,0,0,0,0
4269,インキュバスカード,いんきゅばすかーど,20,1,0,0,0,0
6132,インキュバス交換チケット,いんきゅばすこうかんちけっと,0,0,0,0,0,0
14473,インキュバス交換チケットの箱,いんきゅばすこうかんちけっとのはこ,0,0,0,0,0,0
9052,インキュバスの卵,いんきゅばすのたまご,20,0,0,0,0,0
5072,インキュバスの角,いんきゅばすのつの,20,80,0,1,0,0
6100,陰湿な闇,いんしつなやみ,1000,1,0,0,0,0
4268,インジャスティスカード,いんじゃすてぃすかーど,20,1,0,0,0,0
27134,隠者のカード,いんじゃのかーど,20,1,0,0,0,0
25350,隠者のカードの欠片,いんじゃのかーどのかけら,20,0.1,0,0,0,0
6929,印章が押された手紙,いんしょうがおされたてがみ,,0,0,0,0,0
5071,インディアンの鉢巻き,いんでぃあんのはちまき,20,20,0,0,0,0
5010,インディアンのヘアバンド,いんでぃあんのへあばんど,20,10,0,0,0,0
6361,インディゴポイント,いんでぃごぽいんと,100,0.5,0,0,0,0
1269,インバーススケイル,いんばーすすけいる,20,150,1,0,0,0
1297,インバーススケイル [2],いんばーすすけいる [2],,150,0,0,0,0
13162,インフェルノ [1],いんふぇるの [1],230000,125,0,1,0,0
4433,インプカード,いんぷかーど,20,1,0,0,0,0
6117,インプ交換チケット,いんぷこうかんちけっと,,0,0,0,0,0
9056,インプの卵,いんぷのたまご,,0,0,0,0,0
5658,インプ帽子,いんぷぼうし,20,40,0,0,0,0
2153,インペリアルガード [1],いんぺりあるがーど [1],20,250,0,0,0,0
28551,インペリアルグローブ [1],いんぺりあるぐろーぶ [1],,40,0,0,0,0
1433,インペリアルスピア [1],いんぺりあるすぴあ [1],20,180,0,0,0,0
18823,インペリアルフェザー,いんぺりあるふぇざー,20,50,0,0,0,0
22207,インペリアルブーツ,いんぺりあるぶーつ,,40,0,0,0,0
28372,インペリアルリング [1],いんぺりあるりんぐ [1],,50,0,0,0,0
5516,イーグルアイ,いーぐるあい,,100,0,0,0,0
27141,イーブルカード,いーぶるかーど,20,1,0,0,0,0
4209,ヴァイオリーカード,ヴぁいおりーかーど,20,1,0,0,0,0
13047,ヴァイナ [2],ヴぁいな [2],20,5,0,0,0,0
18867,ヴァジュラ,ヴぁじゅら,20,30,0,0,0,0
4597,ヴァッサー・リヒテルンカード,ヴぁっさー・りひてるんかーど,20,1,0,0,0,0
18652,ヴァナルガンドの兜 [1],ヴぁなるがんどのかぶと [1],20,150,0,0,0,0
2357,ヴァルキリーアーマー [1],ヴぁるきりーあーまー [1],0,280,0,0,0,0
20712,ヴァルキリーケープ [1],ヴぁるきりーけーぷ [1],20,50,0,0,0,0
18827,ヴァルキリーサークレット [1],ヴぁるきりーさーくれっと [1],20,30,0,0,0,0
2421,ヴァルキリーシューズ [1],ヴぁるきりーしゅーず [1],0,50,0,0,0,0
2115,ヴァルキリーシールド [1],ヴぁるきりーしーるど [1],30000,50,0,0,0,0
28717,ヴァルキリーナイフ [4],ヴぁるきりーないふ [4],400000,10,0,0,0,0
7078,ヴァルキリーの怒り,ヴぁるきりーのいかり,1,50,0,0,0,0
7840,ヴァルキリーの贈り物,ヴぁるきりーのおくりもの,1,0,0,0,0,0
6941,ヴァルキリーの力の破片,ヴぁるきりーのちからのはへん,6000,1,0,0,0,0
7831,ヴァルキリーの彫刻,ヴぁるきりーのちょうこく,1,50,0,0,0,0
16051,ヴァルキリーハンマー [4],ヴぁるきりーはんまー [4],400000,10,0,0,0,0
5256,ヴァルキリーフェザーバンド [1],ヴぁるきりーふぇざーばんど [1],20,10,0,0,0,0
5171,ヴァルキリーヘルム [1],ヴぁるきりーへるむ [1],100000,100,0,0,0,0
2524,ヴァルキリーマント [1],ヴぁるきりーまんと [1],0,50,0,0,0,0
15071,ヴァルキリーローブ [1],ヴぁるきりーろーぶ [1],20,280,0,0,0,0
27046,ヴァルゴ,ヴぁるご,20,1,0,0,0,0
19187,ヴァルゴクラウン [1],ヴぁるごくらうん [1],20,40,0,0,0,0
27047,ヴァルゴの欠片,ヴぁるごのかけら,20,1,0,0,0,0
19109,ヴァルハラアイドル,ヴぁるはらあいどる,20,30,0,0,0,0
19110,ヴァルハラアイドル [1],ヴぁるはらあいどる [1],20,30,0,0,0,0
7510,ヴァルハラの花,ヴぁるはらのはな,200000,1,0,0,0,0
4411,ヴァンベルクカード,ヴぁんべるくかーど,20,1,0,0,0,0
12113,ヴァーミリオン・ザ・ビーチ,ヴぁーみりおん・ざ・びーち,1000,10,0,0,0,0
15143,ヴァーミンクロース [1],ヴぁーみんくろーす [1],20,120,0,0,0,0
2517,ヴァーリのマント,ヴぁーりのまんと,30000,60,0,0,0,0
1473,ウィザードスタッフ,うぃざーどすたっふ,20,240,0,0,0,0
2252,ウィザードハット,うぃざーどはっと,20,30,0,0,0,0
15134,ヴィシャスクロース [1],ヴぃしゃすくろーす [1],20,120,0,0,0,0
4102,ウィスパーカード,うぃすぱーかーど,20,1,0,0,0,0
6134,ウィスパー交換チケット,うぃすぱーこうかんちけっと,0,0,0,0,0,0
14475,ウィスパー交換チケットの箱,うぃすぱーこうかんちけっとのはこ,0,0,0,0,0,0
9045,ウィスパーの卵,うぃすぱーのたまご,20,0,0,0,0,0
5294,ウィスパーマスク,うぃすぱーますく,20,0,0,0,0,0
6072,ヴィゾフニルの羽,ヴぃぞふにるのはね,0,1,0,0,0,0
5480,ヴィゾフニルの羽飾り [1],ヴぃぞふにるのはねかざり [1],20,100,0,0,0,0
14424,ヴィゾフニルの羽の箱,ヴぃぞふにるのはねのはこ,0,1,0,0,0,0
2418,ヴィダルのブーツ,ヴぃだるのぶーつ,30000,65,1,0,0,0
2489,ヴィダルのブーツ [1],ヴぃだるのぶーつ [1],30000,65,0,0,0,0
19307,ウィルオウィスプ,うぃるおうぃすぷ,,10,0,0,0,0
4344,ウィレスカード,うぃれすかーど,20,1,0,0,0,0
4010,ウィローカード,うぃろーかーど,20,1,0,0,0,0
2515,ウィングオブイーグル [1],うぃんぐおぶいーぐる [1],20000,30,0,0,0,0
18808,ウイングフレームサングラス,ういんぐふれーむさんぐらす,20,20,0,0,0,0
12219,ウィンドウォークLv10,うぃんどうぉーくLv10,2,1,0,0,0,0
12917,ウィンドウォークLv10の箱,うぃんどうぉーくLv10のはこ,0,1,0,0,0,0
992,ウィンドオブヴェルデュール,うぃんどおぶヴぇるでゅーる,1000,5,0,0,0,0
4264,ウィンドゴーストカード,うぃんどごーすとかーど,20,1,0,0,0,0
13204,ウィンドスフィア,うぃんどすふぃあ,80,0.5,0,0,0,0
12144,ウィンドスフィアケース,うぃんどすふぃあけーす,2,35,0,0,0,0
1307,ウィンドホーク,うぃんどほーく,18000,150,0,1,0,0
1227,ウィーダーナイフ,うぃーだーないふ,20,40,0,0,0,0
2698,ウェイクコア,うぇいくこあ,,0,0,0,0,0
12963,ウェイクコアの箱,うぇいくこあのはこ,,0,0,0,0,0
2248,ウェスタングレイス,うぇすたんぐれいす,15000,40,0,0,0,0
4374,ヴェスパーカード,ヴぇすぱーかーど,20,1,0,0,0,0
28352,ヴェスパーギア1 [1],ヴぇすぱーぎあ1 [1],20,10,0,0,0,0
28353,ヴェスパーギア2 [1],ヴぇすぱーぎあ2 [1],20,10,0,0,0,0
28357,ヴェスパーギア3 [1],ヴぇすぱーぎあ3 [1],20,10,0,0,0,0
28359,ヴェスパーギア4 [1],ヴぇすぱーぎあ4 [1],20,10,0,0,0,0
2659,ヴェスパーコア1,ヴぇすぱーこあ1,20,10,1,0,0,0
28302,ヴェスパーコア1 [1],ヴぇすぱーこあ1 [1],20,10,0,0,0,0
2660,ヴェスパーコア2,ヴぇすぱーこあ2,20,10,1,0,0,0
28303,ヴェスパーコア2 [1],ヴぇすぱーこあ2 [1],20,10,0,0,0,0
2661,ヴェスパーコア3,ヴぇすぱーこあ3,20,10,1,0,0,0
28304,ヴェスパーコア3 [1],ヴぇすぱーこあ3 [1],20,10,0,0,0,0
2662,ヴェスパーコア4,ヴぇすぱーこあ4,20,10,1,0,0,0
28305,ヴェスパーコア4 [1],ヴぇすぱーこあ4 [1],20,10,0,0,0,0
19436,ヴェスパーヘッドギア [1],ヴぇすぱーへっどぎあ [1],,40,0,0,0,0
18699,飢えた大魚,うえたたいぎょ,,100,0,0,0,0
2338,ウェディングドレス,うぇでぃんぐどれす,43000,50,1,0,0,0
15114,ウェディングドレス [1],うぇでぃんぐどれす [1],,50,0,0,0,0
4369,ヴェナートカード,ヴぇなーとかーど,20,1,0,0,0,0
28485,上忍の腰帯 [1],うえにんのこしおび [1],,10,0,0,0,0
27143,ヴェノムキメラカード,ヴぇのむきめらかーど,20,1,0,0,0,0
28575,ウェルスコア [1],うぇるすこあ [1],,50,0,0,0,0
4145,ヴェルゼブブカード,ヴぇるぜぶぶかーど,20,1,0,0,0,0
14645,ヴェルゼブブの羽,ヴぇるぜぶぶのはね,x,0,0,0,0,0
17289,ヴェルゼブブの羽の箱,ヴぇるぜぶぶのはねのはこ,x,1,0,0,0,0
6597,ヴェルンドの腕輪,ヴぇるんどのうでわ,20,50,0,0,0,0
6596,ヴェルンドの金敷,ヴぇるんどのかなしき,20,200,0,0,0,0
6595,ヴェルンドの金槌,ヴぇるんどのかなづち,20,50,0,0,0,0
2206,ヴェール,ヴぇーる,23000,10,1,0,0,0
5888,ヴェール [1],ヴぇーる [1],,10,0,0,0,0
27042,ウォッチャーカード,うぉっちゃーかーど,20,1,0,0,0,0
4131,月夜花カード,うぉるやふぁかーど,20,1,0,0,0,0
5214,月夜花帽,うぉるやふぃーぼう,0,20,0,0,0,0
1306,ウォーアクス [1],うぉーあくす [1],20,420,1,0,0,0
1324,ウォーアクス [3],うぉーあくす [3],,420,0,1,0,0
27062,ウォーロックカトリーヌ(MVP)カード,うぉーろっくかとりーぬ(MVP)かーど,20,1,0,0,0,0
27070,ウォーロックカトリーヌカード,うぉーろっくかとりーぬかーど,20,1,0,0,0,0
6940,動く黒い物質,うごくくろいぶっしつ,280,1,0,0,0,0
2415,ウサギスリッパ [1],うさぎすりっぱ [1],34000,30,0,0,0,0
28586,ウサギのお守り [1],うさぎのおまもり [1],,10,0,0,0,0
2214,ウサギのヘアバンド,うさぎのへあばんど,20,10,0,1,0,0
18778,ウサギのヘアバンド(桃),うさぎのへあばんど(もも),400000,10,0,0,0,0
5266,ウサギのヘアバンドR,うさぎのへあばんどR,1,0,0,0,0,0
12948,ウサギのヘアバンドRの箱,うさぎのへあばんどRのはこ,0,1,0,0,0,0
13659,ウサギのヘアバンドRの箱（24時間）,うさぎのへあばんどRのはこ（24じかん）,0,1,0,0,0,0
5561,ウサギの魔術帽子,うさぎのまじゅつぼうし,20,80,0,0,0,0
5520,ウサギの耳当て [1],うさぎのみみあて [1],20,40,0,0,0,0
18725,うさ耳ニット帽 [1],うさみみにっとぼう [1],20,50,0,0,0,0
5378,兎耳帽子,うさみみぼうし,20,30,0,0,0,0
7342,薄いファイル,うすいふぁいる,20,0,0,0,0,0
19102,薄月夜の帽子 [1],うすづきよのぼうし [1],20,50,0,0,0,0
707,歌う草,うたうくさ,500,1,0,0,0,0
6092,歌う水晶のかけら,うたうすいしょうのかけら,0,1,0,0,0,0
629,歌う花,うたうはな,300,5,0,0,0,0
25636,撃ちやすい石,うちやすいいし,850,1,0,0,0,0
29060,宇宙根源の幻珠,うちゅうこんげんのげんじゅ,0,0,0,0,0,0
10030,団扇,うちわ,20,0,0,0,0,0
18759,ウッドゴブリンの鼻,うっどごぶりんのはな,20,20,0,0,0,0
4259,ウドゥンゴーレムカード,うどぅんごーれむかーど,20,1,0,0,0,0
2328,ウドゥンメイル,うどぅんめいる,5500,100,0,0,0,0
2329,ウドゥンメイル [1],うどぅんめいる [1],5500,100,0,0,0,0
1064,馬の手綱,うまのたづな,802,1,0,0,0,0
944,馬のひづめ,うまのひづめ,588,1,0,0,0,0
7193,生まれたての若芽,うまれたてのわかめ,230,1,0,0,0,0
6927,海涙石,うみなみだせき,0,0,0,0,0,0
12052,海の幸の生春巻き,うみのさちのなまはるまき,4000,20,0,0,0,0
1973,海の魔女の足 [1],うみのまじょのあし [1],20,150,0,0,0,0
20922,海魔獣の鱗 [1],うみまじゅうのうろこ [1],,20,0,0,0,0
5018,羽毛帽子,うもうぼうし,20,30,0,0,0,0
12700,裏返しのシャツ,うらがえしのしゃつ,20,1,0,0,0,0
1261,裏切り者,うらぎりもの,57000,150,1,0,0,0
1266,裏切り者 [1],うらぎりもの [1],57000,150,0,1,0,0
12030,恨みの箱,うらみのはこ,1000,20,0,0,0,0
