モンスタID,モンスタ名,マップID,出現タイプ,出現数,出現時間,出現時間ランダム幅,備考,サブマップソートNo,サブマップ名
1587,クラベン,2@tower,2.5,50,0,0,,26,26F
1020,マンドラゴラ,2@tower,2.5,15,0,0,,27,27F
1068,ヒドラ,2@tower,2.5,15,0,0,,27,27F
1118,フローラ,2@tower,2.5,15,0,0,,27,27F
1162,ラフレシア,2@tower,2.5,15,0,0,,27,27F
1780,マスキプラー,2@tower,2.5,15,0,0,,27,27F
1781,ドロセラ,2@tower,2.5,15,0,0,,27,27F
1193,アラーム,2@tower,2.5,30,0,0,,28,28F
1269,クロック,2@tower,2.5,10,0,0,,28,28F
1270,時計塔管理者,2@tower,2.5,10,0,0,,28,28F
1005,ファミリアー,2@tower,2.5,10,0,0,,29,29F
1111,ドレインリアー,2@tower,2.5,10,0,0,,29,29F
1383,エクスプロージョン,2@tower,2.5,10,0,0,,29,29F
1627,ウィレス,2@tower,2.5,10,0,0,,29,29F
1004,ホーネット,2@tower,2.5,20,0,0,,30,30F
1071,パイレーツスケル,2@tower,2.5,20,0,0,,30,30F
1059,ミストレス,2@tower,2.5,1,0,0,,30,30F
1112,ドレイク,2@tower,2.5,1,0,0,,30,30F
1466,スカイプティット(闘技場),2@tower,3,,0,0,1059,30,30F
1604,ジャイアントホーネット(取巻き),2@tower,3,,0,0,1059,30,30F
1202,フェンダーク,2@tower,2.5,20,0,0,,31,31F
1197,ゾンビプリズナー,2@tower,2.5,10,0,0,,31,31F
1201,リビオ,2@tower,2.5,10,0,0,,31,31F
1196,スケルプリズナー,2@tower,2.5,5,0,0,,31,31F
1257,インジャスティス,2@tower,2.5,5,0,0,,31,31F
1122,ゴブリン長男,2@tower,2.5,10,0,0,,32,32F
1258,ゴブリンアーチャー,2@tower,2.5,10,0,0,,32,32F
1123,ゴブリン次男,2@tower,2.5,5,0,0,,32,32F
1124,ゴブリン三男,2@tower,2.5,5,0,0,,32,32F
1125,ゴブリン四男,2@tower,2.5,5,0,0,,32,32F
1126,ゴブリン五男,2@tower,2.5,5,0,0,,32,32F
1299,ゴブリンリーダー,2@tower,2.5,1,0,0,,32,32F
1122,ゴブリン長男,2@tower,3,,0,0,1299,32,32F
1123,ゴブリン次男,2@tower,3,,0,0,1299,32,32F
1124,ゴブリン三男,2@tower,3,,0,0,1299,32,32F
1125,ゴブリン四男,2@tower,3,,0,0,1299,32,32F
1126,ゴブリン五男,2@tower,3,,0,0,1299,32,32F
1133,アックスコボルド,2@tower,2.5,15,0,0,,33,33F
1282,コボルドアーチャー,2@tower,2.5,15,0,0,,33,33F
1134,ハンマーコボルド,2@tower,2.5,10,0,0,,33,33F
1135,メイスコボルド,2@tower,2.5,5,0,0,,33,33F
1296,コボルドリーダー,2@tower,2.5,1,0,0,,33,33F
1133,アックスコボルド,2@tower,3,,0,0,1296,33,33F
1134,ハンマーコボルド,2@tower,3,,0,0,1296,33,33F
1135,メイスコボルド,2@tower,3,,0,0,1296,33,33F
1282,コボルドアーチャー,2@tower,3,,0,0,1296,33,33F
1869,フレームスカル,2@tower,2.5,20,0,0,,34,34F
1179,ウィスパー,2@tower,2.5,10,0,0,,34,34F
1186,巨大ウィスパー,2@tower,2.5,10,0,0,,34,34F
1189,オークアーチャー,2@tower,2.5,20,0,0,,35,35F
1213,ハイオーク,2@tower,2.5,20,0,0,,35,35F
1023,オークウォリアー,2@tower,2.5,10,0,0,,35,35F
1087,オークヒーロー,2@tower,2.5,1,0,0,,35,35F
1190,オークロード,2@tower,2.5,1,0,0,,35,35F
1439,ハイオーク(取巻き),2@tower,3,,0,0,1087,35,35F
1385,グラウンドデリーター,2@tower,2.5,20,0,0,,36,36F
1155,グラウンドプティット,2@tower,2.5,10,0,0,,36,36F
1156,スカイプティット,2@tower,2.5,10,0,0,,36,36F
1384,スカイデリーター,2@tower,2.5,10,0,0,,36,36F
1386,スリーパー,2@tower,2.5,20,0,0,,37,37F
1207,スティング,2@tower,2.5,10,0,0,,37,37F
1516,土精,2@tower,2.5,10,0,0,,37,37F
1127,ホード,2@tower,2.5,5,0,0,,37,37F
1165,サンドマン,2@tower,2.5,5,0,0,,37,37F
1295,オウルバロン,2@tower,2.5,10,0,0,,38,38F
1320,オウルデューク,2@tower,2.5,10,0,0,,38,38F
1377,エルダー,2@tower,2.5,10,0,0,,38,38F
1412,天邪仙人,2@tower,2.5,10,0,0,,39,39F
1416,天仙娘々,2@tower,2.5,10,0,0,,39,39F
1513,ミョグェ,2@tower,2.5,10,0,0,,39,39F
1514,小龍舞,2@tower,2.5,10,0,0,,39,39F
1517,虎人,2@tower,2.5,5,0,0,,39,39F
1515,ハティーベベ,2@tower,2.5,10,0,0,,40,40F
1775,スノウアー,2@tower,2.5,10,0,0,,40,40F
1777,アイスタイタン,2@tower,2.5,10,0,0,,40,40F
1251,ストームナイト,2@tower,2.5,1,0,0,,40,40F
1252,ハティー,2@tower,2.5,1,0,0,,40,40F
1606,ハティーベベ(取巻き),2@tower,3,,0,0,1252,40,40F
1607,クリスマスゴブリン(取巻き),2@tower,3,,0,0,1251,40,40F
1376,ハーピー,2@tower,2.5,20,0,0,,41,41F
1253,ガーゴイル,2@tower,2.5,10,0,0,,41,41F
1369,グランペコ,2@tower,2.5,10,0,0,,41,41F
1408,パピヨン,2@tower,2.5,10,0,0,,41,41F
1629,ヒルウィンドランサー,2@tower,2.5,5,0,0,,41,41F
1680,ヒルウィンド,2@tower,2.5,5,0,0,,41,41F
1144,マルス,2@tower,2.5,25,0,0,,42,42F
1216,ペノメナ,2@tower,2.5,25,0,0,,42,42F
1044,オボンヌ,2@tower,2.5,?,0,0,,42,42F
1068,ヒドラ,2@tower,2.5,?,0,0,,42,42F
1069,ソードフィッシュ,2@tower,2.5,?,0,0,,42,42F
1101,バフォメット.Jr,2@tower,2.5,20,0,0,,43,43F
1515,ハティーベベ,2@tower,2.5,20,0,0,,43,43F
1107,子デザートウルフ,2@tower,2.5,10,0,0,,43,43F
1167,サベージベベ,2@tower,2.5,10,0,0,,43,43F
1686,オークベイビー,2@tower,2.5,1,0,0,,43,43F
1130,ジャック,2@tower,2.5,15,0,0,,44,44F
1131,ジョーカー,2@tower,2.5,15,0,0,,44,44F
1267,ジェスター,2@tower,2.5,15,0,0,,44,44F
1032,ベリット,2@tower,2.5,15,0,0,,45,45F
1041,マミー,2@tower,2.5,15,0,0,,45,45F
1297,エンシェントマミー,2@tower,2.5,15,0,0,,45,45F
1038,オシリス,2@tower,2.5,1,0,0,,45,45F
1511,アモンラー,2@tower,2.5,1,0,0,,45,45F
1098,アヌビス,2@tower,2.5,?,0,0,,45,45F
1421,イシス(闘技場),2@tower,3,,0,0,1038,45,45F
1438,カーリッツバーグ(取巻き),2@tower,3,,0,0,1511,45,45F
1474,ミミック(取巻き),2@tower,3,,0,0,1511,45,45F
1477,アクラウス(取巻き),2@tower,3,,0,0,1511,45,45F
1410,人面桃樹,2@tower,2.5,10,0,0,,46,46F
1495,フレイムシューター,2@tower,2.5,10,0,0,,46,46F
1497,ウドゥンゴーレム,2@tower,2.5,10,0,0,,46,46F
1503,ジビット,2@tower,2.5,10,0,0,,46,46F
1033,エルダーウィロー,2@tower,2.5,5,0,0,,46,46F
1260,ダークフレーム,2@tower,2.5,10,0,0,,47,47F
1375,一反木綿,2@tower,2.5,10,0,0,,47,47F
1510,ハイローゾイスト,2@tower,2.5,10,0,0,,47,47F
1508,キューブ,2@tower,2.5,5,0,0,,47,47F
1509,ルード,2@tower,2.5,5,0,0,,47,47F
1212,アイアンフィスト,2@tower,2.5,15,0,0,,48,48F
1099,アルギオペ,2@tower,2.5,10,0,0,,48,48F
1001,スコーピオン,2@tower,2.5,5,0,0,,48,48F
1195,ライドワード,2@tower,2.5,25,0,0,,49,49F
1698,デスワード,2@tower,2.5,25,0,0,,49,49F
1783,ガリオン,2@tower,2.5,20,0,0,,50,50F
1782,ロウィーン,2@tower,2.5,10,0,0,,50,50F
1783,ガリオン,2@tower,2.5,10,0,0,,50,50F
1884,マブカ,2@tower,2.5,10,0,0,,50,50F
1785,アトロス,2@tower,2.5,1,0,0,,50,50F
1885,ゴピニク,2@tower,2.5,1,0,0,,50,50F
3532,ミニオン(初級)(ダークイリュージョン),2@w_o_c,2.5,40,0,0,,0,初級（Lv.9~）
3530,ミニオン(初級)(苦痛のロイヤルナイト),2@w_o_c,2.5,20,0,0,,0,初級（Lv.9~）
3531,ミニオン(初級)(深淵の騎士),2@w_o_c,2.5,20,0,0,,0,初級（Lv.9~）
3533,ミニオン(初級)(ビホルダーマスター),2@w_o_c,2.5,8,0,0,,0,初級（Lv.9~）
3529,ミニオン(初級)(カーリッツバーグ),2@w_o_c,2.5,5,0,0,,0,初級（Lv.9~）
3534,ゲートキーパー(初級),2@w_o_c,2.5,1,0,0,北のポタ前に出現,0,初級（Lv.9~）
3545,ミニオン(中級)(ダークイリュージョン),2@w_o_c,2.5,40,0,0,,1,#c08030中級（Lv.90~）
3543,ミニオン(中級)(苦痛のロイヤルナイト),2@w_o_c,2.5,20,0,0,,1,#c08030中級（Lv.90~）
3544,ミニオン(中級)(深淵の騎士),2@w_o_c,2.5,20,0,0,,1,#c08030中級（Lv.90~）
3546,ミニオン(中級)(ビホルダーマスター),2@w_o_c,2.5,8,0,0,,1,#c08030中級（Lv.90~）
3542,ミニオン(中級)(カーリッツバーグ),2@w_o_c,2.5,5,0,0,,1,#c08030中級（Lv.90~）
3547,ゲートキーパー(中級),2@w_o_c,2.5,1,0,0,北のポタ前に出現,1,#c08030中級（Lv.90~）
3558,ミニオン(上級)(ダークイリュージョン),2@w_o_c,2.5,40,0,0,,2,#805020上級（Lv.130~）
3556,ミニオン(上級)(苦痛のロイヤルナイト),2@w_o_c,2.5,20,0,0,,2,#805020上級（Lv.130~）
3557,ミニオン(上級)(深淵の騎士),2@w_o_c,2.5,20,0,0,,2,#805020上級（Lv.130~）
3559,ミニオン(上級)(ビホルダーマスター),2@w_o_c,2.5,8,0,0,,2,#805020上級（Lv.130~）
3555,ミニオン(上級)(カーリッツバーグ),2@w_o_c,2.5,5,0,0,,2,#805020上級（Lv.130~）
3560,ゲートキーパー(上級),2@w_o_c,2.5,1,0,0,北のポタ前に出現,2,#805020上級（Lv.130~）
1777,アイスタイタン,3@tower,2.5,15,0,0,,51,51F
1319,フリーズタートル,3@tower,2.5,10,0,0,,51,51F
1515,ハティーベベ,3@tower,2.5,10,0,0,,51,51F
1775,スノウアー,3@tower,2.5,10,0,0,,51,51F
1778,ゲイズティ,3@tower,2.5,10,0,0,,51,51F
1401,カブキ忍者,3@tower,2.5,30,0,0,,52,52F
1315,アサルトタートル,3@tower,2.5,25,0,0,,52,52F
1364,アサルトタートル(取巻き),3@tower,3,,0,0,1315,52,52F
1693,イエロープラズマ,3@tower,2.5,10,0,0,,53,53F
1696,パープルプラズマ,3@tower,2.5,10,0,0,,53,53F
1694,レッドプラズマ,3@tower,2.5,5,0,0,,53,53F
1695,グリーンプラズマ,3@tower,2.5,5,0,0,,53,53F
1697,ブループラズマ,3@tower,2.5,5,0,0,,53,53F
1699,エンシェントミミック,3@tower,2.5,30,0,0,,54,54F
1191,ミミック,3@tower,2.5,20,0,0,,54,54F
1249,ミストケース,3@tower,2.5,10,0,0,,54,54F
1148,メデューサ,3@tower,2.5,25,0,0,,55,55F
1029,イシス,3@tower,2.5,15,0,0,,55,55F
1037,サイドワインダー,3@tower,2.5,15,0,0,,55,55F
1025,スネイク,3@tower,2.5,5,0,0,,55,55F
1030,アナコンダク,3@tower,2.5,5,0,0,,55,55F
2201,スロフォ,3@tower,2.5,5,0,0,,55,55F
1418,黒蛇王,3@tower,2.5,1,0,0,,55,55F
2068,ボイタタ,3@tower,2.5,1,0,0,,55,55F
1531,天邪仙人(取巻き),3@tower,3,,0,0,1418,55,55F
1564,天仙娘々(取巻き),3@tower,3,,0,0,1418,55,55F
1206,アノリアン,3@tower,2.5,30,0,0,,56,56F
1271,アリゲーター,3@tower,2.5,10,0,0,,56,56F
1687,グリーンイグアナ,3@tower,2.5,10,0,0,,56,56F
1613,メタリン,3@tower,2.5,25,0,0,,57,57F
1031,ポポリン,3@tower,2.5,5,0,0,,57,57F
1113,ドロップス,3@tower,2.5,5,0,0,,57,57F
1242,マーリン,3@tower,2.5,5,0,0,,57,57F
1090,マスターリング,3@tower,2.5,1,0,0,,57,57F
1096,エンジェリング,3@tower,2.5,1,0,0,,57,57F
1120,ゴーストリング,3@tower,2.5,1,0,0,,57,57F
1388,アークエンジェリング,3@tower,2.5,1,0,0,,57,57F
1582,デビルリング,3@tower,2.5,1,0,0,,57,57F
1977,ヘビィメタリン,3@tower,2.5,1,0,0,,57,57F
1292,ミニデモ,3@tower,2.5,20,0,0,,58,58F
1382,ディアボリック,3@tower,2.5,20,0,0,,58,58F
1109,デビルチ,3@tower,2.5,10,0,0,,58,58F
1109,デビルチ,3@tower,3,,0,0,1292,58,58F
1024,ワームテール,3@tower,2.5,15,0,0,,59,59F
1215,ステムワーム,3@tower,2.5,15,0,0,,59,59F
1321,ドラゴンテイル,3@tower,2.5,15,0,0,,59,59F
1652,イグニゼム=セニア(一次職),3@tower,2.5,10,0,0,,60,60F
1653,ヒュッケバイン=トリス(一次職),3@tower,2.5,10,0,0,,60,60F
1654,アルマイア=デュンゼ(一次職),3@tower,2.5,10,0,0,,60,60F
1655,イレンド=エベシ(一次職),3@tower,2.5,10,0,0,,60,60F
1656,カヴァク=イカルス(一次職),3@tower,2.5,10,0,0,,60,60F
1657,ラウレル=ヴィンダー(一次職),3@tower,2.5,10,0,0,,60,60F
1046,ドッペルゲンガー,3@tower,2.5,1,0,0,,60,60F
1658,イグニゼム=セニア(一次職)(MVP),3@tower,2.5,1,0,0,,60,60F
1659,ヒュッケバイン=トリス(一次職)(取巻き),3@tower,3,,0,0,1658,60,60F
1660,アルマイア=デュンゼ(一次職)(取巻き),3@tower,3,,0,0,1658,60,60F
1661,イレンド=エベシ(一次職)(取巻き),3@tower,3,,0,0,1658,60,60F
1662,カヴァク=イカルス(一次職)(取巻き),3@tower,3,,0,0,1658,60,60F
1663,ラウレル=ヴィンダー(一次職)(取巻き),3@tower,3,,0,0,1658,60,60F
1297,エンシェントマミー,3@tower,2.5,10,0,0,,61,61F
1305,エンシェントワーム,3@tower,2.5,10,0,0,,61,61F
1699,エンシェントミミック,3@tower,2.5,10,0,0,,61,61F
1381,グリズリー,3@tower,2.5,20,0,0,,62,62F
1306,レイブオルマイ,3@tower,2.5,7,0,0,,62,62F
1060,ビッグフット,3@tower,2.5,5,0,0,,62,62F
1243,サスカッチ,3@tower,2.5,5,0,0,,62,62F
1417,チャッキー,3@tower,2.5,5,0,0,,62,62F
1243,サスカッチ,3@tower,3,,0,0,1306,62,62F
1865,ラギッドゾンビ,3@tower,2.5,20,0,0,,63,63F
1298,ゾンビマスター,3@tower,2.5,10,0,0,,63,63F
1015,ゾンビ,3@tower,2.5,5,0,0,,63,63F
1153,オークゾンビ,3@tower,2.5,5,0,0,,63,63F
1197,ゾンビプリズナー,3@tower,2.5,5,0,0,,63,63F
1036,グール,3@tower,3,,0,0,1298,63,63F
1370,サキュバス,3@tower,2.5,20,0,0,,64,64F
1374,インキュバス,3@tower,2.5,20,0,0,,64,64F
1379,ナイトメアテラー,3@tower,2.5,20,0,0,,64,64F
1061,ナイトメア,3@tower,2.5,5,0,0,,64,64F
1302,ダークイリュージョン,3@tower,2.5,10,0,0,,65,65F
1039,バフォメット,3@tower,2.5,1,0,0,,65,65F
1272,ダークロード,3@tower,2.5,1,0,0,,65,65F
1431,バフォメット.Jr(取巻き),3@tower,3,,0,0,1039,65,65F
1605,ダークイリュージョン(取巻き),3@tower,3,,0,0,1272,65,65F
1618,ウンゴリアント,3@tower,2.5,30,0,0,,66,66F
1293,クリーミーフィアー,3@tower,2.5,2,0,0,,66,66F
1294,キラーマンティス,3@tower,2.5,2,0,0,,66,66F
1300,キャタピラー,3@tower,2.5,2,0,0,,66,66F
1303,ジャイアントホーネット,3@tower,2.5,2,0,0,,66,66F
1305,エンシェントワーム,3@tower,2.5,2,0,0,,66,66F
1018,クリーミー,3@tower,3,,0,0,1293,66,66F
1099,アルギオペ,3@tower,3,,0,0,1305,66,66F
1625,ポルセリオ(取巻き),3@tower,3,,0,0,1618,66,66F
1700,監視する者,3@tower,2.5,20,0,0,,67,67F
1701,保護する者,3@tower,2.5,10,0,0,,67,67F
1702,執行する者,3@tower,2.5,10,0,0,,67,67F
1703,慰める者,3@tower,2.5,10,0,0,,67,67F
1918,モロクの現身(天使型),3@tower,2.5,5,0,0,,68,68F
1919,モロクの現身(物質型),3@tower,2.5,5,0,0,,68,68F
1920,モロクの現身(人間型),3@tower,2.5,5,0,0,,68,68F
1921,モロクの現身(精霊型),3@tower,2.5,5,0,0,,68,68F
1704,タナトスの憎悪,3@tower,2.5,6,0,0,,69,69F
1705,タナトスの絶望,3@tower,2.5,6,0,0,,69,69F
1706,タナトスの悲しみ,3@tower,2.5,6,0,0,,69,69F
1707,タナトスの苦悩,3@tower,2.5,6,0,0,,69,69F
1147,マヤー,3@tower,2.5,1,0,0,,70,70F
2087,女王スカラバ,3@tower,2.5,1,0,0,,70,70F
2083,一角スカラバ,3@tower,2.5,?,0,0,,70,70F
2084,双角スカラバ,3@tower,2.5,?,0,0,,70,70F
2085,鹿角スカラバ,3@tower,2.5,?,0,0,,70,70F
2086,剛角スカラバ,3@tower,2.5,?,0,0,,70,70F
2088,一角スカラバの卵,3@tower,2.5,?,0,0,,70,70F
2089,双角スカラバの卵,3@tower,2.5,?,0,0,,70,70F
2090,鹿角スカラバの卵,3@tower,2.5,?,0,0,,70,70F
2091,剛角スカラバの卵,3@tower,2.5,?,0,0,,70,70F
2161,ヘラクレススカラバ,3@tower,2.5,?,0,0,,70,70F
2162,コーカサススカラバ,3@tower,2.5,?,0,0,,70,70F
2163,レギウススカラバ,3@tower,2.5,?,0,0,,70,70F
2164,アトラススカラバ,3@tower,2.5,?,0,0,,70,70F
2166,ヘラクレススカラバの卵,3@tower,2.5,?,0,0,,70,70F
2167,コーカサススカラバの卵,3@tower,2.5,?,0,0,,70,70F
2168,レギウススカラバの卵,3@tower,2.5,?,0,0,,70,70F
2169,アトラススカラバの卵,3@tower,2.5,?,0,0,,70,70F
1477,アクラウス(取巻き),3@tower,3,,0,0,,70,70F
1259,グリフォン,3@tower,2.5,10,0,0,,71,71F
1283,キメラ,3@tower,2.5,10,0,0,,71,71F
1309,ガジョマート,3@tower,2.5,10,0,0,,71,71F
1720,ハイドラランサー,3@tower,2.5,10,0,0,,71,71F
1208,彷徨う者,3@tower,2.5,35,0,0,,72,72F
1505,ロリルリ,3@tower,2.5,20,0,0,,73,73F
1370,サキュバス,3@tower,2.5,10,0,0,,73,73F
1737,エリザ,3@tower,2.5,10,0,0,,73,73F
1200,ジルタス,3@tower,2.5,5,0,0,,73,73F
1275,アリス,3@tower,2.5,5,0,0,,73,73F
1870,ネクロマンサー,3@tower,2.5,15,0,0,,74,74F
1117,イビルドルイド,3@tower,2.5,10,0,0,,74,74F
1132,カーリッツバーグ,3@tower,2.5,10,0,0,,74,74F
1291,デッドリーレイス,3@tower,2.5,10,0,0,,74,74F
1297,エンシェントマミー,3@tower,2.5,10,0,0,,74,74F
1670,ウィンドディミック,3@tower,2.5,15,0,0,,75,75F
1673,フレイムディミック,3@tower,2.5,15,0,0,,75,75F
1617,ジャンクポット,3@tower,2.5,10,0,0,,75,75F
1671,アイスディミック,3@tower,2.5,10,0,0,,75,75F
1622,ベアドール,3@tower,2.5,5,0,0,,75,75F
1668,アークダム,3@tower,2.5,5,0,0,,75,75F
1672,アースディミック,3@tower,2.5,5,0,0,,75,75F
1623,RSX-0806,3@tower,2.5,1,0,0,,75,75F
1685,ヴェスパー,3@tower,2.5,1,0,0,,75,75F
1365,アポカリプス,3@tower,3,,0,0,1685,75,75F
1620,ノクシャス,3@tower,3,,0,0,1623,75,75F
1621,ベノマス,3@tower,3,,0,0,1623,75,75F
1624,ジャンクポット(取巻き),3@tower,3,,0,0,1623,75,75F
1669,ディミック,3@tower,3,,0,0,1685,75,75F
1675,フレイムヴェナート,3@tower,3,,0,0,1685,75,75F
3535,真化エレメス(初級),3@w_o_c,2.5,1,0,0,,0,初級（Lv.9~）
3536,真化ハワード(初級),3@w_o_c,2.5,1,0,0,,0,初級（Lv.9~）
3537,真化カトリーヌ(初級),3@w_o_c,2.5,1,0,0,,0,初級（Lv.9~）
3538,真化マーガレッタ(初級),3@w_o_c,2.5,1,0,0,,0,初級（Lv.9~）
3548,真化エレメス(中級),3@w_o_c,2.5,1,0,0,,1,#c08030中級（Lv.90~）
3549,真化ハワード(中級),3@w_o_c,2.5,1,0,0,,1,#c08030中級（Lv.90~）
3550,真化カトリーヌ(中級),3@w_o_c,2.5,1,0,0,,1,#c08030中級（Lv.90~）
3551,真化マーガレッタ(中級),3@w_o_c,2.5,1,0,0,,1,#c08030中級（Lv.90~）
3561,真化エレメス(上級),3@w_o_c,2.5,1,0,0,,2,#805020上級（Lv.130~）
3562,真化ハワード(上級),3@w_o_c,2.5,1,0,0,,2,#805020上級（Lv.130~）
3563,真化カトリーヌ(上級),3@w_o_c,2.5,1,0,0,,2,#805020上級（Lv.130~）
3564,真化マーガレッタ(上級),3@w_o_c,2.5,1,0,0,,2,#805020上級（Lv.130~）
1203,ミステルテイン,4@tower,2.5,20,0,0,,76,76F
1204,オーガトゥース,4@tower,2.5,20,0,0,,76,76F
1205,エクスキューショナー,4@tower,2.5,20,0,0,,76,76F
1633,ビホルダー,4@tower,2.5,20,0,0,,77,77F
1774,シーカー,4@tower,2.5,20,0,0,,77,77F
1975,ビホルダーマスター,4@tower,2.5,20,0,0,,77,77F
1866,ヘルプードル,4@tower,2.5,20,0,0,,78,78F
1867,バンシー,4@tower,2.5,20,0,0,,78,78F
1974,バンシーマスター,4@tower,2.5,20,0,0,,78,78F
1255,ネレイド,4@tower,2.5,15,0,0,,79,79F
1383,エクスプロージョン,4@tower,2.5,15,0,0,,79,79F
1391,ガラパゴ,4@tower,2.5,15,0,0,,79,79F
1586,リーフキャット,4@tower,2.5,15,0,0,,79,79F
2192,子分タコ,4@tower,2.5,10,0,0,,80,80F
2197,レッドエルマ,4@tower,2.5,10,0,0,,80,80F
2199,シオラバ,4@tower,2.5,10,0,0,,80,80F
2201,スロフォ,4@tower,2.5,10,0,0,,80,80F
2203,ドフレ,4@tower,2.5,10,0,0,,80,80F
2204,セドラ,4@tower,2.5,10,0,0,,80,80F
2194,頭領タコ,4@tower,2.5,1,0,0,,80,80F
2202,クラーケン,4@tower,2.5,1,0,0,,80,80F
2389,テンタクルスの(1)(取巻き),4@tower,2.5,1,0,0,2202,80,80F
2390,テンタクルスの(2)(取巻き),4@tower,2.5,1,0,0,2202,80,80F
2391,テンタクルスの(3)(取巻き),4@tower,2.5,1,0,0,2202,80,80F
2392,テンタクルスの(4)(取巻き),4@tower,2.5,1,0,0,2202,80,80F
2393,テンタクルスの(5)(取巻き),4@tower,2.5,1,0,0,2202,80,80F
1278,スタラクタイトゴーレム,4@tower,2.5,10,0,0,,81,81F
1366,ラーヴァゴーレム,4@tower,2.5,10,0,0,,81,81F
1777,アイスタイタン,4@tower,2.5,10,0,0,,81,81F
1978,ヘルアポカリプス,4@tower,2.5,10,0,0,,81,81F
1040,ゴーレム,4@tower,2.5,5,0,0,,81,81F
1497,ウドゥンゴーレム,4@tower,2.5,5,0,0,,81,81F
1367,ブレイザー,4@tower,3,,0,0,1366,81,81F
1769,アガヴ,4@tower,2.5,10,0,0,,82,82F
1770,エキオ,4@tower,2.5,10,0,0,,82,82F
1771,ヴァンベルク,4@tower,2.5,5,0,0,,82,82F
1772,アイシラ,4@tower,2.5,5,0,0,,82,82F
1796,アウノエ,4@tower,2.5,5,0,0,,82,82F
1797,ファナト,4@tower,2.5,5,0,0,,82,82F
2016,アクアエレメンタル,4@tower,2.5,?,0,0,,83,83F
2020,リンコ,4@tower,2.5,?,0,0,,83,83F
2021,フィラ,4@tower,2.5,?,0,0,,83,83F
2334,悪夢のワクワク,4@tower,2.5,?,0,0,,84,84F
2338,悪夢のマナナンガル,4@tower,2.5,?,0,0,,84,84F
2339,悪夢のマンククーラム,4@tower,2.5,?,0,0,,84,84F
2340,悪夢のチャナック,4@tower,2.5,?,0,0,,84,84F
1779,クトルラナックス,4@tower,2.5,1,0,0,,85,85F
1832,イフリート,4@tower,2.5,1,0,0,,85,85F
1777,アイスタイタン,4@tower,2.5,?,0,0,,85,85F
1778,ゲイズティ,4@tower,2.5,?,0,0,,85,85F
1831,サラマンダー,4@tower,2.5,?,0,0,,85,85F
1833,カーサ,4@tower,2.5,?,0,0,,85,85F
1837,インプ,4@tower,2.5,?,0,0,,85,85F
1834,サラマンダー(取巻き),4@tower,3,,0,0,1832,85,85F
1835,カーサ(取巻き),4@tower,3,,0,0,1832,85,85F
1714,レッドペロス,4@tower,2.5,10,0,0,,86,86F
1717,グリーンペロス,4@tower,2.5,10,0,0,,86,86F
1720,ハイドラランサー,4@tower,2.5,10,0,0,,86,86F
1757,ゴールドオシドス(取巻き),4@tower,3,,0,0,1720,86,86F
1758,レッドペロス(取巻き),4@tower,3,,0,0,1720,86,86F
1759,ブルーオシドス(取巻き),4@tower,3,,0,0,1720,86,86F
1760,グリーンペロス(取巻き),4@tower,3,,0,0,1720,86,86F
2013,ドラコ,4@tower,2.5,?,0,0,,87,87F
2014,ドラコの卵,4@tower,2.5,?,0,0,,87,87F
2017,ラタトスク,4@tower,2.5,?,0,0,,87,87F
2018,ドゥネイール,4@tower,2.5,?,0,0,,87,87F
2019,エンシェントツリー,4@tower,2.5,?,0,0,,87,87F
2023,ダークシャドー,4@tower,2.5,?,0,0,,87,87F
1192,レイス,4@tower,2.5,?,0,0,,88,88F
1206,アノリアン,4@tower,2.5,?,0,0,,88,88F
1211,ブリライト,4@tower,2.5,?,0,0,,88,88F
1263,ウィンドゴースト,4@tower,2.5,?,0,0,,88,88F
1279,三葉蟲,4@tower,2.5,?,0,0,,88,88F
1310,ごっついミノタウロス,4@tower,2.5,?,0,0,,88,88F
1829,ソードガーディアン,4@tower,2.5,15,0,0,,89,89F
1830,ボウガーディアン,4@tower,2.5,15,0,0,,89,89F
1839,ビョルグ,4@tower,2.5,1,0,0,,89,89F
1829,ソードガーディアン,4@tower,3,,0,0,1839,89,89F
1830,ボウガーディアン,4@tower,3,,0,0,1839,89,89F
1371,フェイクエンジェル,4@tower,2.5,10,0,0,,90,90F
1751,ランドグリス,4@tower,2.5,1,0,0,,90,90F
1768,グルームアンダーナイト,4@tower,2.5,1,0,0,,90,90F
1390,ヴァイオリー,4@tower,2.5,,0,0,,90,90F
2153,極楽鳥,4@tower,2.5,,0,0,,90,90F
1765,ランドグリスゴースト,4@tower,3,,0,0,1751,90,90F
2132,ポムスパイダー,4@tower,2.5,?,0,0,,91,91F
2133,アングラマンティス,4@tower,2.5,?,0,0,,91,91F
2134,パルス,4@tower,2.5,?,0,0,,91,91F
2136,リトルファートゥム,4@tower,2.5,?,0,0,,91,91F
2137,ミミン,4@tower,2.5,?,0,0,,91,91F
1314,パーメットタートル,4@tower,2.5,10,0,0,,92,92F
1410,人面桃樹,4@tower,2.5,10,0,0,,92,92F
1637,マーガレッタ=ソリン(転生二次職),4@tower,2.5,10,0,0,,92,92F
1921,モロクの現身(精霊型),4@tower,2.5,5,0,0,,92,92F
2224,チェン=リウ(転生二次職),4@tower,2.5,5,0,0,,92,92F
1634,セイレン=ウィンザー(転生二次職),4@tower,2.5,15,0,0,,93,93F
1268,ブラッディナイト,4@tower,2.5,10,0,0,,93,93F
1219,深淵の騎士,4@tower,2.5,5,0,0,,93,93F
