"ID","MAPid","MAP","subMAP","NAME","COUNT","ITEM1","ITEM2","ITEM3","ITEM4","ITEM5","ITEM6","ITEM7","ITEM8"
"1039","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 65F","65F","バフォメット","1","エルニウム (54.32%)","オリデオコン (41.71%)","エンペリウム (5%)","クレセントサイダー (4%)","マジェスティックゴート (3%)","クレセントサイダー [1] (0.5%)","マジェスティックゴート [1] (0.1%)","バフォメットカード (0.01%)"
"1272","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 65F","65F","ダークロード","1","エルニウム (51.41%)","骸骨の杖 (8%)","オーガトゥース (3%)","マジックコート (3%)","昔の領主のマント (1%)","クロノス (1%)","ボーンヘルム [1] (0.1%)","ダークロードカード (0.01%)"
"1431","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 65F","65F","バフォメット.Jr(取巻き)","","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"1605","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 65F","65F","ダークイリュージョン(取巻き)","","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"1618","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 66F","66F","ウンゴリアント","30","虫の足 (45%)","蟻の顎 (35%)","蛍光色の液体 (25%)","ガーネット (15%)","かんらん石 (15%)","華麗な蟲の皮 (10%)","ブーツ [1] (5%)","ウンゴリアントカード (0.01%)"
"1293","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 66F","66F","クリーミーフィアー","2","蝶の鱗粉 (45.5%)","ハチ蜜 (5.5%)","蝶の羽 (2%)","マステラの実 (0.5%)","シルバーローブ [1] (0.1%)","ブック [3] (0.08%)","イカロスの羽 (0.05%)","クリーミーフィアーカード (0.01%)"
"1294","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 66F","66F","キラーマンティス","2","かまきりの手 (45.5%)","けっこうかたい皮 (25%)","ブドウ (0.25%)","白ハーブ (0.15%)","エメラルド (0.1%)","ロキの爪 (0.01%)","ミラーシールド [1] (0.01%)","キラーマンティスカード (0.01%)"
"1300","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 66F","66F","キャタピラー","2","ブリガン (53.35%)","やわらかな毛 (30%)","黄ハーブ (5%)","星のかけら (1%)","グレイトネイチャ (0.5%)","砂漠の夕暮れ [2] (0.2%)","青ポーション (0.12%)","キャタピラーカード (0.01%)"
"1303","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 66F","66F","ジャイアントホーネット","2","ハチ蜜 (12%)","ローヤルゼリー (5.5%)","真珠 (0.2%)","ダブルバウンド [3] (0.15%)","イグドラシルの葉 (0.15%)","マステラの実 (0.12%)","スタッフ [3] (0.03%)","ジャイアントホーネットカード (0.01%)"
"1305","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 66F","66F","エンシェントワーム","2","短い足 (44.13%)","べとべとする液体 (35%)","ブリガン (25%)","ジャルゴン (25%)","丸形の皮 (6.8%)","ブーツ [1] (0.09%)","名射手のスカーフ (0.05%)","エンシェントワームカード (0.01%)"
"1018","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 66F","66F","クリーミー","","蝶の鱗粉 (89.95%)","花 (4.9%)","ハチ蜜 (1.73%)","蝶の羽 (0.78%)","ライトニングボルトLv3 (1%)","シルクローブ [1] (0.15%)","装飾用花 (0.02%)","クリーミーカード (0.01%)"
"1099","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 66F","66F","アルギオペ","","短い足 (53.35%)","緑ハーブ (15%)","ジャルゴン (12%)","エルニウム原石 (1.75%)","アメジスト (0.1%)","ブーツ [1] (0.05%)","リンゴ","アルギオペカード (0.01%)"
"1625","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 66F","66F","ポルセリオ(取巻き)","","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"1700","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 67F","67F","監視する者","20","トパーズ (10%)","青い羽毛 (5%)","賢者の石 (1%)","金の腕輪 (1%)","呪われた印 (1%)","ヘアバンド (0.1%)","リング [1] (0.01%)","監視する者カード (0.01%)"
"1701","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 67F","67F","保護する者","10","真珠 (10%)","ドクロ (10%)","赤い羽毛 (2%)","賢者の石 (0.5%)","呪われた印 (0.01%)","呪われた印 (0.01%)","リンゴ","保護する者カード (0.01%)"
"1702","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 67F","67F","執行する者","10","ルビー (10%)","赤い羽毛 (4%)","賢者の石 (0.5%)","呪われた印 (0.5%)","ツーハンドソード [2] (0.1%)","マント [1] (0.05%)","リング [1] (0.01%)","執行する者カード (0.01%)"
"1703","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 67F","67F","慰める者","10","ガーネット (10%)","青い羽毛 (2%)","ハープ [1] (1%)","呪われた印 (0.5%)","賢者の石 (0.5%)","ハープ [2] (0.5%)","リング [1] (0.01%)","慰める者カード (0.01%)"
"1918","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 68F","68F","モロクの現身(天使型)","5","ブリガン (48.5%)","闇の破片 (20%)","闇の結晶体 (6%)","エルニウム (1.6%)","ネメシス (0.2%)","神の使者 (0.1%)","ディアボロスマント [1] (0.03%)","リンゴ"
"1919","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 68F","68F","モロクの現身(物質型)","5","サイファー (20%)","闇の破片 (20%)","闇の結晶体 (6%)","オリデオコン (1.6%)","クロスシールド [1] (0.15%)","エナジー<烈風>","スキンオブベントス [1] (0.03%)","リンゴ"
"1920","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 68F","68F","モロクの現身(人間型)","5","ブリガン (48.5%)","闇の破片 (20%)","闇の結晶体 (6%)","エルニウム (1.6%)","ブラッディイート [2] (0.15%)","ぼろマント (0.1%)","呪われた手 [1] (0.03%)","リンゴ"
"1921","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 68F","68F","モロクの現身(精霊型)","5","サイファー (20%)","闇の破片 (20%)","闇の結晶体 (6%)","オリデオコン (1.6%)","駆魔の聖書 (0.2%)","ディアボロスリング [1] (0.05%)","リンゴ","リンゴ"
"1704","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 69F","69F","タナトスの憎悪","6","憎悪の欠片 (100%)","ブリガン (10%)","ゴヴニュの肩飾り (10%)","ダイヤモンド２カラット (5%)","ダイヤモンド３カラット (1%)","古いカード帖 (0.1%)","リンゴ","タナトスの憎悪カード (0.01%)"
"1705","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 69F","69F","タナトスの絶望","6","絶望の欠片 (100%)","ブリガン (10%)","ゴヴニュの軍靴 (10%)","ダイヤモンド２カラット (5%)","ダイヤモンド３カラット (1%)","古いカード帖 (0.1%)","リンゴ","タナトスの絶望カード (0.01%)"
"1706","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 69F","69F","タナトスの悲しみ","6","悲しみの欠片 (100%)","ブリガン (10%)","ゴヴニュの鎧 (10%)","ダイヤモンド２カラット (5%)","ダイヤモンド３カラット (1%)","古いカード帖 (0.1%)","リンゴ","タナトスの悲しみカード (0.01%)"
"1707","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 69F","69F","タナトスの苦悩","6","苦悩の欠片 (100%)","ブリガン (10%)","ゴヴニュの兜 (10%)","ダイヤモンド２カラット (5%)","ダイヤモンド３カラット (1%)","古いカード帖 (0.1%)","リンゴ","タナトスの苦悩カード (0.01%)"
"1147","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","マヤー","1","エルニウム (35%)","女王の髪飾り (5%)","服従の腕輪 (5%)","セイフティリング (2%)","ティアラ (2%)","スタッフオブティアー [1] (1%)","母さんの悪夢 (0.1%)","マヤーカード (0.01%)"
"2087","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","女王スカラバ","1","女王の羽の欠片 (10%)","アルカブリンガー (0.5%)","メテオプレート [1] (0.2%)","ミスティックボウ (0.5%)","クロムメタルツーハンドソード (0.5%)","リンゴ","リンゴ","女王スカラバカード (0.01%)"
"2083","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","一角スカラバ","?","一角兜 (63.76%)","オリデオコン (0.16%)","エルニウム (0.16%)","エルダーの枝 (0.1%)","インペリアルスピア [1] (0.1%)","エルヴンボウ [1] (0.16%)","イクシオンの羽 [1] (0.1%)","スカラバカード (0.01%)"
"2084","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","双角スカラバ","?","双角兜 (65%)","オリデオコン (0.13%)","エルニウム (0.13%)","エルダーの枝 (0.27%)","クロムメタルツーハンドソード","ドゥルガー [1]","クロムメタルソード (0.13%)","スカラバカード (0.01%)"
"2085","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","鹿角スカラバ","?","鹿角兜 (50%)","オリデオコン","エルニウム (2%)","エルダーの枝 (10%)","ブラックウィング [1]","カルガメイス [2]","アイアンドライバー","スカラバカード (0.01%)"
"2086","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","剛角スカラバ","?","剛角兜 (50%)","オリデオコン","エルニウム (2%)","ボーンプレート [1] (0.1%)","赤いエーテルバッグ [1] (0.1%)","ラフィネスタッフ","グリーンホイッスル [1] (0.1%)","スカラバカード (0.01%)"
"2088","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","一角スカラバの卵","?","割れた卵のかけら (5%)","ハチ蜜","エルニウム","オリデオコン","インペリアルガード [1]","リンゴ","リンゴ","リンゴ"
"2089","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","双角スカラバの卵","?","割れた卵のかけら (50%)","ハチ蜜","エルニウム","オリデオコン","インペリアルガード [1]","リンゴ","リンゴ","リンゴ"
"2090","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","鹿角スカラバの卵","?","割れた卵のかけら (50%)","ハチ蜜 (10%)","エルニウム","オリデオコン","インペリアルガード [1] (0.02%)","リンゴ","リンゴ","リンゴ"
"2091","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","剛角スカラバの卵","?","割れた卵のかけら (50%)","ハチ蜜 (10%)","エルニウム (0.1%)","オリデオコン","インペリアルガード [1] (0.02%)","リンゴ","リンゴ","リンゴ"
"2161","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","ヘラクレススカラバ","?","一角兜 (50%)","オリデオコン","エルニウム","エルダーの枝","インペリアルスピア [1]","ラフィネスタッフ","イクシオンの羽 [1]","甲帝スカラバカード (0.01%)"
"2162","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","コーカサススカラバ","?","双角兜 (30%)","オリデオコン","エルニウム","エルダーの枝","クロムメタルツーハンドソード","ドゥルガー [1]","クロムメタルソード","甲帝スカラバカード (0.01%)"
"2163","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","レギウススカラバ","?","鹿角兜 (50%)","オリデオコン","エルニウム","エルダーの枝","ブラックウィング [1]","カルガメイス [2]","アイアンドライバー","甲帝スカラバカード (0.01%)"
"2164","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","アトラススカラバ","?","剛角兜 (30%)","オリデオコン","エルニウム","ボーンプレート [1]","赤いエーテルバッグ [1]","エルヴンボウ [1]","グリーンホイッスル [1]","甲帝スカラバカード (0.01%)"
"2166","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","ヘラクレススカラバの卵","?","割れた卵のかけら (50%)","ハチ蜜","エルニウム","オリデオコン","インペリアルガード [1]","リンゴ","リンゴ","リンゴ"
"2167","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","コーカサススカラバの卵","?","割れた卵のかけら (50%)","ハチ蜜","エルニウム","オリデオコン","インペリアルガード [1]","リンゴ","リンゴ","リンゴ"
"2168","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","レギウススカラバの卵","?","割れた卵のかけら (50%)","ハチ蜜 (10%)","エルニウム","オリデオコン","インペリアルガード [1] (0.02%)","リンゴ","リンゴ","リンゴ"
"2169","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","アトラススカラバの卵","?","割れた卵のかけら (50%)","ハチ蜜 (10%)","エルニウム (0.1%)","オリデオコン","インペリアルガード [1] (0.02%)","リンゴ","リンゴ","リンゴ"
"1477","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 70F","70F","アクラウス(取巻き)","","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"1259","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 71F","71F","グリフォン","10","ブリガン (53.35%)","グリフォンの爪 (25%)","ギザルム [3] (15%)","オリデオコン (1.85%)","ラフウィンド (1.5%)","柔らかい羽毛 (1.2%)","ポールアクス [1] (0.01%)","グリフォンカード (0.01%)"
"1283","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 71F","71F","キメラ","10","ブリガン (53.35%)","蛇模様の髪 (25%)","黄水晶 (15%)","レモン (10%)","オリデオコン (1.6%)","グレイトアックス (0.01%)","ウォーアクス [1] (0.01%)","キメラカード (0.01%)"
"1309","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 71F","71F","ガジョマート","10","炎の矢 (100%)","岩の心臓 (65%)","ジャルゴン (23%)","黄ハーブ (8.7%)","フレイムハート (1.8%)","魔力の書 第一巻 [1] (0.2%)","導火線 (0.08%)","ガジョマートカード (0.01%)"
"1720","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 71F","71F","ハイドラランサー","10","ドラゴンの皮 (40%)","ドラゴンの牙 (40%)","三頭竜の首 (38.8%)","モルフェウスの頭巾 (5%)","モリガンのヘルム (5%)","フリッグのサークレット (5%)","不死のチゲ鍋 (3%)","ハイドラランサーカード (0.01%)"
"1208","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 72F","72F","彷徨う者","35","ドクロ (48.5%)","イグドラシルの葉 (6.5%)","オリデオコン (2.17%)","白刃 [1] (0.05%)","草の葉 (0.05%)","古いカード帖 (0.01%)","村正 (0.01%)","彷徨う者カード (0.01%)"
"1505","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 73F","73F","ロリルリ","20","コウモリ籠 (50.44%)","縞模様の靴下 (30%)","黄色い粉 (20%)","黒猫の人形 (8%)","サバフのクロース [1] (0.01%)","ルナティックブローチ [1] (0.05%)","ロキのささやき (0.01%)","ロリルリカード (0.01%)"
"1370","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 73F","73F","サキュバス","10","マステラの実 (15%)","青ポーション (10%)","銀の指輪 (5%)","ダイヤの指輪 (1.5%)","ガラスの靴 (0.03%)","サキュバスの角 (0.01%)","スタッフオブソウル (0.01%)","サキュバスカード (0.01%)"
"1737","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 73F","73F","エリザ","10","ブリガン (40%)","宮廷用調理器具 (0.5%)","モルフェウスのショール (0.1%)","ロザリオ [1] (0.1%)","アリスのエプロン (0.05%)","オルレアンサーバー [1] (0.05%)","高級エプロン (0.01%)","エリザカード (0.01%)"
"1200","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 73F","73F","ジルタス","5","白ハーブ (18%)","薔薇水晶 (15%)","女王の鞭 (1%)","タイツ [1] (0.08%)","執行人の手袋 (0.05%)","蝶の仮面 (0.03%)","イヤリング [1] (0.01%)","ジルタスカード (0.01%)"
"1275","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 73F","73F","アリス","5","アリスのエプロン (25%)","ヒールLv5 (1%)","古いホウキ (0.4%)","宮廷用調理器具 (0.1%)","ガラスの靴 (0.03%)","ローザシールド [1] (0.01%)","ツインリボン (0.01%)","アリスカード (0.01%)"
"1870","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 74F","74F","ネクロマンサー","15","スケルボーン (45%)","ガタガタするドクロ (30%)","破れた魔法書 (15%)","ブルージェムストーン (1%)","返魂のお札 (1%)","スタッフオブカーシング [2] (0.2%)","ミスリルマジックマント [1] (0.1%)","ネクロマンサーカード (0.01%)"
"1117","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 74F","74F","イビルドルイド","10","白ハーブ (20%)","イグドラシルの葉 (2%)","ビレタ [1] (0.1%)","バイブル [2] (0.1%)","料理本レベル7 (0.04%)","ぼろマント (0.02%)","骸骨の杖 (0.01%)","イビルドルイドカード (0.01%)"
"1132","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 74F","74F","カーリッツバーグ","10","スケルボーン (80%)","エルニウム (1.91%)","忠節の証 (0.1%)","ウルズプレート (0.01%)","ミラーシールド [1] (0.02%)","漆黒の鎧 [1] (0.1%)","ボーンヘルム (0.01%)","カーリッツバーグカード (0.01%)"
"1291","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 74F","74F","デッドリーレイス","10","透明な布 (44.13%)","レッドジェムストーン (7%)","レモン (3%)","古く青い箱 (1%)","ヴェール (0.1%)","マント [1] (0.08%)","ダイヤモンド３カラット (0.05%)","デッドリーレイスカード (0.01%)"
"1297","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 74F","74F","エンシェントマミー","10","くさった包帯 (44.13%)","死者の遺品 (18%)","オリデオコン","エルニウム","古代のルーン原石 (0.5%)","白羽のブーツ [1]","グローブ [1] (0.01%)","エンシェントマミーカード (0.01%)"
"1670","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","ウィンドディミック","15","古い鉄板 (20%)","未知の欠片 (3%)","オイルボトル (0.3%)","宮廷用調理器具 (0.5%)","透明な板(風) (0.5%)","オリデオコン","ダスク [1] (0.05%)","ディミックカード (0.01%)"
"1673","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","フレイムディミック","15","古い鉄板 (20%)","鋼鉄 (3%)","未知の欠片 (3%)","オイルボトル (0.3%)","透明な板(水)","ハイパーモードチェンジャー (0.1%)","オリデオコン","ディミックカード (0.01%)"
"1617","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","ジャンクポット","10","古い鉄板 (38%)","へこんだやかん (10%)","燃えた木 (10%)","催涙ガス (5%)","エルダーの枝 (5%)","古木の枝 (0.5%)","錆びた鉄 (0.5%)","ジャンクポットカード (0.01%)"
"1671","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","アイスディミック","10","古い鉄板 (20%)","鋼鉄 (3%)","未知の欠片 (3%)","透明な板(火)","宮廷用調理器具 (0.5%)","THUNDER-P [2]","オリデオコン","ディミックカード (0.01%)"
"1622","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","ベアドール","5","錆びたネジ (38%)","ハチ蜜 (10%)","オリデオコンの金槌 (3%)","エルニウム (1%)","怒った口 (0.5%)","呪われた幸運の女神のブローチ (0.1%)","ゴールドルクス (0.05%)","ベアドールカード (0.01%)"
"1668","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","アークダム","5","錆びたネジ (50%)","鋼鉄 (5%)","オリデオコン (2%)","エルニウム (2%)","ゲートキーパー (0.05%)","ゲートキーパーDD (0.05%)","リンゴ","アークダムカード (0.01%)"
"1672","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","アースディミック","5","古い鉄板 (20%)","鋼鉄 (3%)","未知の欠片 (3%)","透明な板(地) (0.5%)","宮廷用調理器具","ハイパーモードチェンジャー (0.1%)","オリデオコン","ディミックカード (0.01%)"
"1623","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","RSX-0806","1","歯車 (60%)","懐中電灯 (50%)","古い紫色の箱 (10%)","カウンターダガー (1%)","スパナ (0.4%)","錐 (0.05%)","錐 [1] (0.01%)","RSX-0806カード (0.01%)"
"1685","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","ヴェスパー","1","焦げた記憶媒体","壊れた金属の欠片 (50%)","未知の欠片 (30%)","ヴェスパーコア1 (1%)","ヴェスパーコア2 (1%)","ヴェスパーコア3 (1%)","ヴェスパーコア4 (1%)","ヴェスパーカード (0.01%)"
"1365","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","アポカリプス","","壊れた金属の欠片 (53.35%)","未知の欠片 (24%)","歯車 (22%)","古代のルーン原石 (0.5%)","マント [1] (0.2%)","エルニウム (0.05%)","デストロイヤー [1] (0.01%)","アポカリプスカード (0.01%)"
"1620","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","ノクシャス","","粉じん (30%)","カビの粉 (30%)","有毒ガス (10%)","黒色火薬 (2%)","催涙ガス (2%)","アンティペインメント (0.5%)","古く青い箱 (0.01%)","ノクシャスカード (0.01%)"
"1621","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","ベノマス","","粉じん (50%)","菌糸 (30%)","有毒ガス (20%)","毒の粉 (10%)","催涙ガス (2%)","黒色火薬 (2%)","古く青い箱 (0.01%)","ベノマスカード (0.01%)"
"1624","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","ジャンクポット(取巻き)","","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"1669","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","ディミック","","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","ディミックカード (0.01%)"
"1675","3@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 75F","75F","フレイムヴェナート","","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","ヴェナートカード (0.01%)"
"3535","3@w_o_c","永劫の戦","初級（Lv.9~）","真化エレメス(初級)","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3536","3@w_o_c","永劫の戦","初級（Lv.9~）","真化ハワード(初級)","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3537","3@w_o_c","永劫の戦","初級（Lv.9~）","真化カトリーヌ(初級)","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3538","3@w_o_c","永劫の戦","初級（Lv.9~）","真化マーガレッタ(初級)","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3548","3@w_o_c","永劫の戦","#c08030中級（Lv.90~）","真化エレメス(中級)","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3549","3@w_o_c","永劫の戦","#c08030中級（Lv.90~）","真化ハワード(中級)","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3550","3@w_o_c","永劫の戦","#c08030中級（Lv.90~）","真化カトリーヌ(中級)","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3551","3@w_o_c","永劫の戦","#c08030中級（Lv.90~）","真化マーガレッタ(中級)","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3561","3@w_o_c","永劫の戦","#805020上級（Lv.130~）","真化エレメス(上級)","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3562","3@w_o_c","永劫の戦","#805020上級（Lv.130~）","真化ハワード(上級)","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3563","3@w_o_c","永劫の戦","#805020上級（Lv.130~）","真化カトリーヌ(上級)","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3564","3@w_o_c","永劫の戦","#805020上級（Lv.130~）","真化マーガレッタ(上級)","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"1203","4@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 76F","76F","ミステルテイン","20","黒雲母 (15%)","神秘のルーン原石","オリデオコン (2.43%)","スレイヤー [3] (0.7%)","バスタードソード [3] (0.4%)","クレイモア (0.02%)","ロキのささやき (0.01%)","ミステルテインカード (0.01%)"
"1204","4@tower","繧ｨ繝ｳ繝峨Ξ繧ｹ繧ｿ繝ｯ繝ｼ 76F","76F","オーガトゥース","20","白雲母 (15%)","オリデオコン (1.89%)","鋼鉄 (1.2%)","ダガー [3] (0.7%)","純潔の小太刀 (0.5%)","スティレット [3] (0.4%)","古い柄 (0.01%)","オーガトゥースカード (0.01%)"
