ID,アイテム名,素材アイテムなし,完成数,手数料,材料ID,材料,個数,where,NPC,座標,名称,前提クエ,備考
12106,宝石箱,0,1,,6615,攻城戦ギルド記念コイン,50,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,
12107,包装された仮面,0,1,,6615,攻城戦ギルド記念コイン,20,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,
18755,羽のベレー [1],0,1,,6615,攻城戦ギルド記念コイン,1500,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,
19585,[衣装] 羽のベレー,0,1,,6615,攻城戦ギルド記念コイン,500,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,
2951,ブルークヴァシルリング,0,1,,2952,レッドクヴァシルリング,1,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,素材のリングはいずれか一つ
2951,ブルークヴァシルリング,0,1,,2953,グリーンクヴァシルリング,1,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,素材のリングはいずれか一つ
2951,ブルークヴァシルリング,0,1,,2954,ブラウンクヴァシルリング,1,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,素材のリングはいずれか一つ
2951,ブルークヴァシルリング,0,1,,6615,攻城戦ギルド記念コイン,100,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,素材のリングはいずれか一つ
2952,レッドクヴァシルリング,0,1,,2953,グリーンクヴァシルリング,1,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,素材のリングはいずれか一つ
2952,レッドクヴァシルリング,0,1,,2954,ブラウンクヴァシルリング,1,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,素材のリングはいずれか一つ
2952,レッドクヴァシルリング,0,1,,2951,ブルークヴァシルリング,1,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,素材のリングはいずれか一つ
2952,レッドクヴァシルリング,0,1,,6615,攻城戦ギルド記念コイン,100,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,素材のリングはいずれか一つ
2953,グリーンクヴァシルリング,0,1,,2954,ブラウンクヴァシルリング,1,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,"リング無しならコイン1k枚,素材のリングはいずれか一つ"
2953,グリーンクヴァシルリング,0,1,,2951,ブルークヴァシルリング,1,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,"リング無しならコイン1k枚,素材のリングはいずれか一つ"
2953,グリーンクヴァシルリング,0,1,,2952,レッドクヴァシルリング,1,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,"リング無しならコイン1k枚,素材のリングはいずれか一つ"
2953,グリーンクヴァシルリング,0,1,,6615,攻城戦ギルド記念コイン,100,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,"リング無しならコイン1k枚,素材のリングはいずれか一つ"
2954,ブラウンクヴァシルリング,0,1,,2951,ブルークヴァシルリング,1,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,素材のリングはいずれか一つ
2954,ブラウンクヴァシルリング,0,1,,2952,レッドクヴァシルリング,1,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,素材のリングはいずれか一つ
2954,ブラウンクヴァシルリング,0,1,,2953,グリーンクヴァシルリング,1,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,素材のリングはいずれか一つ
2954,ブラウンクヴァシルリング,0,1,,6615,攻城戦ギルド記念コイン,100,"prt_gld,gef_fild13,pay_gld,alde_gld,sch_gld,aru_gld,te_prt_gld,te_alde_gld",カシャニャンGX,"107-155,198-246,196-176,180-163,266-119,89-204,107-155,180-163",攻城戦ギルド記念コイン,,素材のリングはいずれか一つ
2319,グリッタリングクロース [1],0,1,,7515,不思議なメダル,500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
2345,ルシウス火山の激しさ [1],0,1,,7515,不思議なメダル,1000,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
2347,シャピニハ海の叫び [1],0,1,,7515,不思議なメダル,1000,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
2349,エベシ嵐のうねり [1],0,1,,7515,不思議なメダル,1000,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
2351,クレイトス大地の裂け目 [1],0,1,,7515,不思議なメダル,1000,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1131,アイスファルシオン,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1235,アゾート,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1232,アサシンダガー,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1263,アンホーリータッチ,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1227,ウィーダーナイフ,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1473,ウィザードスタッフ,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1233,エキサーサイズ,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1137,エクスキャリバー,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1169,エクスキューショナー,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1132,エッジ,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1913,エレキギター,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1237,オーガトゥース,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1241,カースダガー,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1813,カイザーナックル,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1242,カウンターダガー,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1170,カッツバルゲル,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1135,カトラス,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1527,カドリール,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1815,ガルムの爪 [1],0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1369,ギロチン,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
13002,ギンヌンガガップ,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1528,グランドクロス,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1305,クリーヴァー,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1364,グレイトアックス,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1466,クレセントサイダー,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1413,グングニール,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1474,ゲイボルグ,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1414,ゲラドリア,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1524,ゴールデンメイス [1],0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1228,コンバットナイフ,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1365,サバス,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1134,シザーズソード,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1167,シュバイチェルサーベル,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1964,シュメティ,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1236,スクサマッド,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1148,スターダストブレイド [1],0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1616,スタッフオブウィング,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1523,スパイク,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1526,スラッシュ,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1367,スローター,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1468,ゼピュロス,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1224,ソードブレイカー,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1168,ツヴァイハンダー,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1139,テイルフィング,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1416,テュングレティー,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1368,トマホーク,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1724,ドラゴンウィング,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
13001,ドラゴンキラー,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1166,ドラゴンスレイヤー,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1559,ドラゴンの遺産,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1130,ネイガン,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1231,バゼラルド,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1722,バリスタ,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1467,ビルギザルム,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1133,ファイアーブランド,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1223,フォーチュンソード,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1265,ブラッディロア,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1363,ブラッドアックス,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1470,ブリューナク,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1969,ブレイドホイップ,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1814,ベルセルク,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1471,ヘルファイア,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1138,ミステルテイン,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1225,メイルブレイカー,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1366,ライトエプシロン,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1963,ラプチャーローズ,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1962,ラリエット,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1720,ルドラの弓,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1469,ロンギヌスの槍,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1525,ロングメイス,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1415,串,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1234,月光剣,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1970,女王の鞭,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1558,少女の日記 [1],0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1230,錐,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1165,正宗,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1164,村正,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1136,太陽剣,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1719,盗賊の弓,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1918,琵琶,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1561,分厚い本 [1],0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1140,別雲剣,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1229,包丁,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1141,無形剣,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1557,黙示録,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
1261,裏切り者,0,1,,7515,不思議なメダル,1500,einbroch,エイペル,132-79,,,"入口2は(179-73),厳密には建物の中の(85-208)"
19551,[衣装] 妖精の耳,0,1,,2286,妖精の耳,1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19551,[衣装] 妖精の耳,0,1,,747,水晶鏡,4,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19551,[衣装] 妖精の耳,0,1,,6395,妖精の魔法の粉,1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19551,[衣装] 妖精の耳,0,1,,721,エメラルド,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19551,[衣装] 妖精の耳,0,1,,723,ルビー,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19551,[衣装] 妖精の耳,0,1,,726,サファイア,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19551,[衣装] 妖精の耳,0,1,,728,トパーズ,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19551,[衣装] 妖精の耳,0,1,,729,ジルコン,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19551,[衣装] 妖精の耳,0,1,,6081,スプレンディッドコイン,50,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19550,[衣装] ほお紅,0,1,,5040,ほお紅,1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19550,[衣装] ほお紅,0,1,,747,水晶鏡,4,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19550,[衣装] ほお紅,0,1,,6395,妖精の魔法の粉,1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19550,[衣装] ほお紅,0,1,,721,エメラルド,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19550,[衣装] ほお紅,0,1,,723,ルビー,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19550,[衣装] ほお紅,0,1,,726,サファイア,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19550,[衣装] ほお紅,0,1,,728,トパーズ,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19550,[衣装] ほお紅,0,1,,729,ジルコン,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19550,[衣装] ほお紅,0,1,,6081,スプレンディッドコイン,50,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19554,[衣装] 老人の仮面,0,1,,5176,老人の仮面,1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19554,[衣装] 老人の仮面,0,1,,747,水晶鏡,4,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19554,[衣装] 老人の仮面,0,1,,6395,妖精の魔法の粉,1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19554,[衣装] 老人の仮面,0,1,,721,エメラルド,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19554,[衣装] 老人の仮面,0,1,,723,ルビー,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19554,[衣装] 老人の仮面,0,1,,726,サファイア,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19554,[衣装] 老人の仮面,0,1,,728,トパーズ,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19554,[衣装] 老人の仮面,0,1,,729,ジルコン,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19554,[衣装] 老人の仮面,0,1,,6081,スプレンディッドコイン,50,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19549,[衣装] マジェスティックゴート,0,1,,2256,マジェスティックゴート,1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19549,[衣装] マジェスティックゴート,0,1,,747,水晶鏡,4,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19549,[衣装] マジェスティックゴート,0,1,,6395,妖精の魔法の粉,1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19549,[衣装] マジェスティックゴート,0,1,,721,エメラルド,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19549,[衣装] マジェスティックゴート,0,1,,723,ルビー,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19549,[衣装] マジェスティックゴート,0,1,,726,サファイア,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19549,[衣装] マジェスティックゴート,0,1,,728,トパーズ,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19549,[衣装] マジェスティックゴート,0,1,,729,ジルコン,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19549,[衣装] マジェスティックゴート,0,1,,6081,スプレンディッドコイン,50,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19552,[衣装] 花びら,0,1,,2269,花びら,1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19552,[衣装] 花びら,0,1,,747,水晶鏡,4,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19552,[衣装] 花びら,0,1,,6395,妖精の魔法の粉,1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19552,[衣装] 花びら,0,1,,721,エメラルド,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19552,[衣装] 花びら,0,1,,723,ルビー,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19552,[衣装] 花びら,0,1,,726,サファイア,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19552,[衣装] 花びら,0,1,,728,トパーズ,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19552,[衣装] 花びら,0,1,,729,ジルコン,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19552,[衣装] 花びら,0,1,,6081,スプレンディッドコイン,50,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19545,[衣装] 学生帽,0,1,,5016,学生帽,1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19545,[衣装] 学生帽,0,1,,747,水晶鏡,4,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19545,[衣装] 学生帽,0,1,,6395,妖精の魔法の粉,1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19545,[衣装] 学生帽,0,1,,721,エメラルド,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19545,[衣装] 学生帽,0,1,,723,ルビー,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19545,[衣装] 学生帽,0,1,,726,サファイア,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19545,[衣装] 学生帽,0,1,,728,トパーズ,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19545,[衣装] 学生帽,0,1,,729,ジルコン,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19545,[衣装] 学生帽,0,1,,6081,スプレンディッドコイン,50,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19546,[衣装] ヴァルキリーヘルム,0,1,,5171,ヴァルキリーヘルム [1],1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19546,[衣装] ヴァルキリーヘルム,0,1,,747,水晶鏡,4,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19546,[衣装] ヴァルキリーヘルム,0,1,,6395,妖精の魔法の粉,1,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19546,[衣装] ヴァルキリーヘルム,0,1,,721,エメラルド,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
19546,[衣装] ヴァルキリーヘルム,0,1,,723,ルビー,10,eclage,複製の専門家パルツ,299-309,,,厳密にはツリー内の(67-39)
