id,item,HS,段階,精錬値,種別,where,npc,座標,コスト,ランダム,失敗,ロスト,備考,encant_id,encant,固定パターン
1737,イクシオンの羽 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4896,Matk + 2%,
1737,イクシオンの羽 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4869,攻撃速度1,
1737,イクシオンの羽 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4818,先鋭1,
1737,イクシオンの羽 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4820,闘志5,
1737,イクシオンの羽 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4832,名弓1,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4730,Agi + 1,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4731,Agi + 2,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4732,Agi + 3,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4733,Agi + 4,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4720,Dex + 1,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4721,Dex + 2,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4722,Dex + 3,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4723,Dex + 4,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4710,Int + 1,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4711,Int + 2,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4712,Int + 3,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4713,Int + 4,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4750,Luk + 1,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4751,Luk + 2,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4752,Luk + 3,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4753,Luk + 4,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4700,Str + 1,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4701,Str + 2,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4702,Str + 3,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4703,Str + 4,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4740,Vit + 1,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4741,Vit + 2,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4742,Vit + 3,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4743,Vit + 4,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4766,Atk 2,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4883,Matk + 1%,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4896,Matk + 2%,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4869,攻撃速度1,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4818,先鋭1,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4820,闘志5,
1664,茨の杖 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4832,名弓1,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4730,Agi + 1,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4731,Agi + 2,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4732,Agi + 3,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4733,Agi + 4,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4720,Dex + 1,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4721,Dex + 2,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4722,Dex + 3,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4723,Dex + 4,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4710,Int + 1,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4711,Int + 2,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4712,Int + 3,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4713,Int + 4,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4750,Luk + 1,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4751,Luk + 2,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4752,Luk + 3,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4753,Luk + 4,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4700,Str + 1,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4701,Str + 2,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4702,Str + 3,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4703,Str + 4,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4740,Vit + 1,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4741,Vit + 2,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4742,Vit + 3,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4743,Vit + 4,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4766,Atk 2,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4883,Matk + 1%,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4896,Matk + 2%,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4869,攻撃速度1,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4818,先鋭1,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4820,闘志5,
13162,インフェルノ [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4832,名弓1,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4730,Agi + 1,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4731,Agi + 2,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4732,Agi + 3,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4733,Agi + 4,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4720,Dex + 1,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4721,Dex + 2,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4722,Dex + 3,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4723,Dex + 4,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4710,Int + 1,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4711,Int + 2,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4712,Int + 3,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4713,Int + 4,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4750,Luk + 1,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4751,Luk + 2,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4752,Luk + 3,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4753,Luk + 4,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4700,Str + 1,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4701,Str + 2,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4702,Str + 3,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4703,Str + 4,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4740,Vit + 1,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4741,Vit + 2,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4742,Vit + 3,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4743,Vit + 4,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4766,Atk 2,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4883,Matk + 1%,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4896,Matk + 2%,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4869,攻撃速度1,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4818,先鋭1,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4820,闘志5,
1307,ウィンドホーク,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4832,名弓1,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4730,Agi + 1,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4731,Agi + 2,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4732,Agi + 3,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4733,Agi + 4,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4720,Dex + 1,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4721,Dex + 2,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4722,Dex + 3,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4723,Dex + 4,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4710,Int + 1,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4711,Int + 2,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4712,Int + 3,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4713,Int + 4,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4750,Luk + 1,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4751,Luk + 2,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4752,Luk + 3,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4753,Luk + 4,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4700,Str + 1,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4701,Str + 2,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4702,Str + 3,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4703,Str + 4,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4740,Vit + 1,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4741,Vit + 2,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4742,Vit + 3,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4743,Vit + 4,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4766,Atk 2,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4883,Matk + 1%,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4896,Matk + 2%,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4869,攻撃速度1,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4818,先鋭1,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4820,闘志5,
1324,ウォーアクス [3],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4832,名弓1,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4730,Agi + 1,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4731,Agi + 2,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4732,Agi + 3,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4733,Agi + 4,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4720,Dex + 1,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4721,Dex + 2,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4722,Dex + 3,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4723,Dex + 4,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4710,Int + 1,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4711,Int + 2,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4712,Int + 3,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4713,Int + 4,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4750,Luk + 1,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4751,Luk + 2,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4752,Luk + 3,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4753,Luk + 4,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4700,Str + 1,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4701,Str + 2,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4702,Str + 3,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4703,Str + 4,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4740,Vit + 1,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4741,Vit + 2,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4742,Vit + 3,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4743,Vit + 4,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4766,Atk 2,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4883,Matk + 1%,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4896,Matk + 2%,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4869,攻撃速度1,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4818,先鋭1,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4820,闘志5,
1266,裏切り者 [1],4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4832,名弓1,
1137,エクスキャリバー,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4730,Agi + 1,
1137,エクスキャリバー,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4731,Agi + 2,
1137,エクスキャリバー,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4732,Agi + 3,
1137,エクスキャリバー,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4733,Agi + 4,
1137,エクスキャリバー,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4720,Dex + 1,
1137,エクスキャリバー,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4721,Dex + 2,
1137,エクスキャリバー,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4722,Dex + 3,
1137,エクスキャリバー,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4723,Dex + 4,
1137,エクスキャリバー,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4710,Int + 1,
1137,エクスキャリバー,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4711,Int + 2,
1137,エクスキャリバー,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4712,Int + 3,
1137,エクスキャリバー,4,1,0,マラン島エンチャント,malangdo,マヨマヨ,213-167,マラン・Aコイン1個,1,0,0,系列の指定可,4713,Int + 4,
